Exercise_Name,Base_Lift,exercise_id
Reverse Pec Dec,Best3BenchKg,2112
Reverse Pec Deck,Best3BenchKg,2113
Reverse Pecdec Fly,Best3BenchKg,2114
Reverse Plank,Cardio_Core,2115
Reverse Row,Best3DeadliftKg,2117
Reverse Sled Drag,Best3SquatKg,2118
Reverse Sled Pull,Best3DeadliftKg,2119
Reverse Wrist Curl,Best3DeadliftKg,2121
Reverse Wrist Curl (Barbell),Best3DeadliftKg,2122
Reverse Wrist Curl (Cable),Best3DeadliftKg,2123
Reverse Wrist Curls,Best3DeadliftKg,2125
Reverse-Grip Dumbbell Press,Best3BenchKg,2126
Reverse-Grip Pulldowns,Best3DeadliftKg,2127
Rhino Row - Single Arm,Best3DeadliftKg,2128
Rhomboid Pulldown,Best3DeadliftKg,2129
Ring Ab Rollout,Cardio_Core,2130
Ring Archer Pull Ups,Best3DeadliftKg,2131
Ring Curl,Best3DeadliftKg,2132
Ring Dip (Weighted),Best3BenchKg,2134
Ring Face Pull,Best3DeadliftKg,2135
Ring Inverted Row,Best3DeadliftKg,2138
Ring Knee Tucks,Best3DeadliftKg,2139
Ring Lat Pull,Best3DeadliftKg,2140
Ring Pull Ups,Best3DeadliftKg,2143
Ring Push Up,Best3BenchKg,2146
Ring Rack Chins,Best3DeadliftKg,2149
Ring Rear Delt Flies,Best3BenchKg,2150
Ring Row,Best3DeadliftKg,2151
Ring Row (Weighted),Best3DeadliftKg,2152
Ring Sissy Squat,Best3SquatKg,2153
Ring Tricep Extensions,Best3BenchKg,2154
Roll Up,Cardio_Core,2159
Rolling Plank,Cardio_Core,2160
Rolling Tricep Extension (Dumbbell),Best3BenchKg,2161
Rollouts,Cardio_Core,2162
Roman Chair Leg Raise,Best3BenchKg,2163
Romanian Chair Leg Raise,Best3BenchKg,2165
Romanian Deadlift,Best3DeadliftKg,2166
"Romanian Deadlift (12,10,8,6,4)",Best3DeadliftKg,2167
Romanian Deadlift (B Stance),Best3DeadliftKg,2168
Romanian Deadlift (Barbell),Best3DeadliftKg,2169
Romanian Deadlift (Bottom Pause),Best3DeadliftKg,2170
Romanian Deadlift (Smith Machine),Best3DeadliftKg,2173
Romanian Deadlifts,Best3DeadliftKg,2175
Romanian Zercher Deadlift,Best3DeadliftKg,2176
Rope Crunches,Cardio_Core,2178
Rope Curl,Best3DeadliftKg,2179
Rope Face Pulls,Best3DeadliftKg,2180
Rope Hammer Curl,Best3DeadliftKg,2181
Rope/ Towel Ups,Best3DeadliftKg,2183
Rotary Torso,Cardio_Core,2184
Rotating Bicep Curl,Best3DeadliftKg,2185
Rotating Plank,Cardio_Core,2186
Rotational Landmine Push Press,Best3BenchKg,2187
Rotator Cuff,Best3BenchKg,2188
Rotator Cuff Pull Overs,Best3DeadliftKg,2191
Row,Best3DeadliftKg,2193
Row Between Chairs,Best3DeadliftKg,2195
Run,Cardio_Core,2200
Running In Place,Cardio_Core,2201
Running In Place Toe Tap Air Touch,Cardio_Core,2202
Russian Twist,Cardio_Core,2203
Russian Twist (Dumbbell),Cardio_Core,2204
SL Leg Extensions,Best3SquatKg,2205
SSB Squat,Best3SquatKg,2208
SSB Walk For Time,Cardio_Core,2209
Safety Bar Hatfield Squat,Best3SquatKg,2210
Sandbag Box Squat,Best3SquatKg,2218
Sandbag Clean,Best3DeadliftKg,2220
Sandbag Squat,Best3SquatKg,2232
Scap Pull Down,Best3DeadliftKg,2238
Scapular Pull-Up,Best3DeadliftKg,2239
Scapular Push Up,Best3BenchKg,2241
Scarecrows,Best3DeadliftKg,2243
SchräGbankdrüCken,Best3BenchKg,2244
Scissor Jumps,Cardio_Core,2245
Scissor Kick,Cardio_Core,2246
Scissors For Abs,Cardio_Core,2247
Scott Curl,Best3DeadliftKg,2248
Seal Row,Best3DeadliftKg,2249
Seated Abductor Machine (15-20),Best3DeadliftKg,2250
Seated Alternating Lateral,Best3DeadliftKg,2251
Seated Altrnating Dumbell Curl,Best3DeadliftKg,2252
Seated Anterior Delt Press (AD),Best3BenchKg,2253
Seated Barbell Shoulder Press,Best3BenchKg,2254
Seated Bicep Curl,Best3DeadliftKg,2255
Seated Biceps Curl,Best3DeadliftKg,2256
Seated Box Jumps,Cardio_Core,2258
Seated Cable Overhead Bicep Curl,Best3DeadliftKg,2260
Seated Cable Row,Best3DeadliftKg,2261
Seated Cable Row (One Arm),Best3DeadliftKg,2262
Seated Calf Raise,Best3SquatKg,2263
Seated Calf Raise (Machine),Best3SquatKg,2264
Seated DB Good Morning,Best3DeadliftKg,2265
Seated DB Shoulder Press,Best3BenchKg,2266
Seated Deadlift,Best3DeadliftKg,2268
Seated Dip (Machine),Best3DeadliftKg,2269
Seated Dumbbel Shrugs,Best3DeadliftKg,2270
Seated Dumbbell Curl,Best3DeadliftKg,2272
Seated Dumbbell Hammer Curls,Best3DeadliftKg,2273
Seated Dumbbell Lateral Raise,Best3DeadliftKg,2274
Seated Face Pull,Best3DeadliftKg,2276
Seated Flexion Row,Best3DeadliftKg,2277
Seated French Press (Dumbbell),Best3BenchKg,2280
Seated Front Raise,Best3BenchKg,2282
Seated Good Morning,Best3DeadliftKg,2283
Seated Hamstring Curl,Best3DeadliftKg,2286
Seated Hamstring Curl (Machine),Best3DeadliftKg,2287
Seated High Cable Row (Upper Back & Traps),Best3DeadliftKg,2288
Seated Incline Hammer Curl,Best3DeadliftKg,2289
Seated Lateral Raise,Best3DeadliftKg,2291
Seated Leg Curl (Cable),Best3DeadliftKg,2294
Seated Leg Extension (Machine),Best3SquatKg,2297
Seated Leg curl,Best3DeadliftKg,2298
Seated Military Press (Barbell),Best3BenchKg,2299
Seated Military Press (Smith Machine),Best3DeadliftKg,2300
Seated Military Press (smith Machine),Best3DeadliftKg,2301
Seated Or Lying Hamstring Curl (Swap This Out For Either),Best3DeadliftKg,2302
Seated Overhead Extension (EZ Bar),Best3BenchKg,2303
Seated Overhead Pin Press (Barbell),Best3BenchKg,2304
Seated Overhead Press (Barbell),Best3BenchKg,2305
Seated Overhead Press (No Back Support),Best3BenchKg,2307
Seated Overhead Press (Smith Machine),Best3DeadliftKg,2308
Seated Pin Press (Barbell),Best3BenchKg,2309
Seated Rhino Row,Best3DeadliftKg,2310
Seated Row (BB),Best3DeadliftKg,2311
Seated Row (Cable),Best3DeadliftKg,2312
Seated Shoulder Press,Best3BenchKg,2314
"Seated Shoulder Press (12,10,8,6,4)",Best3BenchKg,2315
Seated Shoulder Press (Behind Neck),Best3BenchKg,2316
Seated Shoulder Press (Dumbbell),Best3BenchKg,2317
Seated Side Lateral Raise,Best3DeadliftKg,2318
Seated Tricep Press (Dumbbell),Best3BenchKg,2323
Seated alternating Dumbell Bicep Curl,Best3DeadliftKg,2330
Seated low pulley wrist curl,Best3DeadliftKg,2331
Shadow Boxing,Cardio_Core,2339
Shoulder Banded Rotations,Cardio_Core,2345
Shoulder Complex (Dumbbell),Best3BenchKg,2346
Shoulder Dislocations W/ Band,Cardio_Core,2347
Shoulder Halo,Best3BenchKg,2348
Shoulder Press,Best3BenchKg,2349
Shoulder Press (Machine),Best3DeadliftKg,2350
Shoulder Press (Seated),Best3BenchKg,2352
Shoulder Press (Smith Machine),Best3DeadliftKg,2353
Shoulder Press Smith Machine,Best3DeadliftKg,2354
Shoulder Press Smith machine,Best3DeadliftKg,2355
Shoulder YTWL,Best3BenchKg,2357
Shrug (Barbell),Best3DeadliftKg,2360
Shrug (Dumbbell),Best3DeadliftKg,2362
Shrug (Smith Machine),Best3DeadliftKg,2364
Shrug Smith,Best3DeadliftKg,2366
Shrug Smith Behind The Back,Best3DeadliftKg,2367
Shrugs (Trap Bar),Best3DeadliftKg,2369
Shuttle Run,Cardio_Core,2370
Side Crunch,Cardio_Core,2373
Side Extension,Best3DeadliftKg,2375
Side Knees To Elbows,Cardio_Core,2376
Side Lunge,Best3SquatKg,2378
Side Lying Clam (Plate),Best3DeadliftKg,2379
Side Plank,Cardio_Core,2383
Side Plank Hip Drops,Cardio_Core,2384
Side Plank With Reach Under,Cardio_Core,2386
Side Plank With Rotation,Cardio_Core,2387
Side Planks With Band Resistance,Cardio_Core,2388
Side-Lying Clamshells,Cardio_Core,2389
Side-Lying Hip Abduction,Best3SquatKg,2390
Side-Lying Hip Raise,Best3SquatKg,2391
Single Arm Arnold Press,Best3BenchKg,2392
Single Arm Bench Press,Best3BenchKg,2393
Single Arm Bench Press (Dumbell/Kettlebell),Best3BenchKg,2394
Single Arm Bicep Curl,Best3DeadliftKg,2395
Single Arm Chest Press (Machine),Best3DeadliftKg,2398
Single Arm Dumbbell Press,Best3BenchKg,2400
Single Arm Farmer Carry,Best3DeadliftKg,2401
Single Arm High Row (Cable),Best3DeadliftKg,2403
Single Arm High Row (Machine),Best3DeadliftKg,2404
Single Arm Incline Press,Best3BenchKg,2405
Single Arm Iso Row,Best3DeadliftKg,2406
Single Arm KB Snatch,Best3DeadliftKg,2407
Single Arm Kettlebell Swing,Best3DeadliftKg,2408
Single Arm Landmine Row,Best3DeadliftKg,2410
Single Arm Lateral Cable Shoulder Raise,Best3DeadliftKg,2412
Single Arm Overhead Exte,Best3BenchKg,2414
Single Arm Pec Deck,Best3BenchKg,2417
Single Arm Preacher Curl,Best3DeadliftKg,2418
Single Arm Preacher Curl (Dumbbell),Best3DeadliftKg,2419
Single Arm Preacher Curls,Best3DeadliftKg,2420
Single Arm Pull Down,Best3DeadliftKg,2422
Single Arm Pushdown,Best3BenchKg,2424
Single Arm Pushdown (Cable),Best3BenchKg,2425
Single Arm Rear Delt Fly (Cable),Best3BenchKg,2428
Single Arm Rear Delt Fly (Dumbbell),Best3BenchKg,2429
Single Arm Row (Cable),Best3DeadliftKg,2431
Single Arm Shoulder Press,Best3BenchKg,2433
Single Arm Snatch,Best3DeadliftKg,2434
Single Arm Tricep Press down,Best3BenchKg,2436
Single Cable Front Raise,Best3BenchKg,2437
Single Cable Lateral Shoulder Push/Raise (Lift Via Elbow),Best3DeadliftKg,2438
Single Leg Barbell RDL,Best3DeadliftKg,2441
Single Leg Box Jump (land 2),Cardio_Core,2443
Single Leg Bridge,Best3SquatKg,2444
Single Leg Broad To 90,Cardio_Core,2446
Single Leg Calf Raise (Weighted),Best3SquatKg,2450
Single Leg Calf Raise Machine,Best3SquatKg,2451
Single Leg Deadlift,Best3DeadliftKg,2453
Single Leg Deadlift (Dumbbell),Best3DeadliftKg,2454
Single Leg Double Broad Jump,Cardio_Core,2455
Single Leg Hamstring Curl,Best3DeadliftKg,2459
Single Leg Hip Thrust,Best3SquatKg,2460
Single Leg Hip Thrust (Smith Machine),Best3SquatKg,2461
Single Leg Hurdle Jump,Cardio_Core,2462
Single Leg Kettlebell Raise,Best3BenchKg,2464
Single Leg Lateral Broad Jump Ea Leg,Cardio_Core,2465
Single Leg Lateral Line Hops,Best3DeadliftKg,2466
Single Leg Leg Extension,Best3SquatKg,2467
Single Leg RDL,Best3DeadliftKg,2473
Single Leg Romanian Deadlift,Best3DeadliftKg,2475
Single Leg Seated Calf Raise,Best3SquatKg,2477
Single Leg Seated Calf Raise (Machine),Best3SquatKg,2478
Single Leg Seated Hamstring Curl,Best3DeadliftKg,2479
Single Leg Smith Romanian Deadlift,Best3DeadliftKg,2480
Single Leg Squat (On Plates),Best3SquatKg,2481
Single Leg Squat With Bench,Best3SquatKg,2482
Single Leg Stair Jumps,Cardio_Core,2483
Single Single Double Incline Dumbbell Chest Press,Best3BenchKg,2488
Single dumbbell overhead press,Best3BenchKg,2491
Single-Leg Squats,Best3SquatKg,2496
Single-arm Sideways Sit Reverse Pec-Dec,Best3BenchKg,2500
Single-arm Triceps Kickback (Cable),Best3BenchKg,2501
Sissy Squat,Best3SquatKg,2502
Sissy Squat (Weighted),Best3SquatKg,2503
Sissy Squat Weighted,Best3SquatKg,2504
Sissy Squats (Full ROM),Best3SquatKg,2505
Sissy Squats (Partial ROM),Best3SquatKg,2506
Sit Up,Cardio_Core,2507
Sit Ups (Weighted),Cardio_Core,2508
Sitting Good Morning,Best3DeadliftKg,2510
Six Ways,Cardio_Core,2512
Skater Jumps,Cardio_Core,2514
SkiErg,Cardio_Core,2515
Skiers (Dumbbell),Best3DeadliftKg,2518
Skull Crusher,Best3BenchKg,2520
Skull Crusher (Barbell),Best3BenchKg,2521
Skull Crusher (Bodyweight),Best3BenchKg,2522
Skull Crusher (EZ Bar),Best3BenchKg,2524
Skull Crusher (EZ bar),Best3BenchKg,2525
Skull Crusher (Smith),Best3BenchKg,2528
Skull Crusher(Ez Bar)(Bar To Chin),Best3DeadliftKg,2529
Skullcrusher (EZ Bar),Best3BenchKg,2531
Slant Board Situp,Best3DeadliftKg,2533
Sled,Best3SquatKg,2535
Sled Drive,Best3SquatKg,2538
Sled Press Calf Raises,Best3SquatKg,2539
Sled Pull,Best3DeadliftKg,2540
Sled Pull/Push,Best3DeadliftKg,2541
Sled Push,Best3BenchKg,2542
Sled Push And Pull,Best3DeadliftKg,2543
Sled Push/Pull,Best3DeadliftKg,2545
Sled Row,Best3DeadliftKg,2546
Sled Trekken Naar Achter Explosief,Best3SquatKg,2547
Sled Walks,Cardio_Core,2548
Sledgehammer,Cardio_Core,2549
Slight Incline Bench (Dumbbell),Best3BenchKg,2551
Slow Negative Cossack Squats,Best3SquatKg,2554
Smith Good Morning,Best3DeadliftKg,2555
Smith Hack Squat,Best3SquatKg,2556
Smith Machine Anterior Delt Press,Best3DeadliftKg,2557
"Smith Machine Assisted SLDL (12,10,8,6,4)",Best3DeadliftKg,2558
Smith Machine Calf,Best3SquatKg,2559
Smith Machine Calf Raise,Best3SquatKg,2560
Smith Machine Hack Squat,Best3SquatKg,2561
Smith Machine Overhead Press,Best3DeadliftKg,2562
Smith Machine Reverse Lunge,Best3SquatKg,2563
Smith Machine Row,Best3DeadliftKg,2565
Smith Machine Shoulder Press,Best3DeadliftKg,2566
Smith Machine Shrugs,Best3DeadliftKg,2567
Smith Machine Upright Rows,Best3DeadliftKg,2569
Smith Unilateral Incline,Best3DeadliftKg,2573
Snatch (Barbell),Best3DeadliftKg,2576
Snatch (Dumbbell),Best3DeadliftKg,2577
Snatch (Kettlebell),Best3DeadliftKg,2578
Snatch Complex,Best3DeadliftKg,2579
Snatch Deadlift,Best3DeadliftKg,2580
Snatch Grip Romanian Deadlift,Best3DeadliftKg,2582
Snatch Grip Shrugs,Best3DeadliftKg,2583
Snatch Pull,Best3DeadliftKg,2585
Snatch-Grip Behind-Neck Press in Deep Squat,Best3SquatKg,2586
Sots Press,Best3BenchKg,2587
Speed Bench,Cardio_Core,2589
Speed Bench Press,Cardio_Core,2590
Speed Deadlift,Cardio_Core,2591
Speed Deadlifts,Cardio_Core,2592
Speed Squat,Cardio_Core,2594
Spider Curl,Best3DeadliftKg,2595
Spider Front Raises,Best3BenchKg,2597
Split Squat (Barbell),Best3SquatKg,2602
Split Squat (Smith Machine),Best3SquatKg,2605
Split Squat Front Foot Elevated (Smith Machine),Best3SquatKg,2606
Split stance KB Windmill,Best3SquatKg,2608
Squat (Barbell),Best3SquatKg,2612
Squat (Dumbbell),Best3SquatKg,2614
Squat Heel Elavates,Best3SquatKg,2618
Squat Pin Presses,Best3SquatKg,2619
Squat Press,Best3SquatKg,2620
Squat To Overhead Press,Best3SquatKg,2623
Squats (Pin),Best3SquatKg,2627
Stability Ball Crunch,Cardio_Core,2628
Staggered Trap Bar,Best3DeadliftKg,2630
Stair Stepper,Best3SquatKg,2633
Stairmaster,Cardio_Core,2634
Stairs,Cardio_Core,2635
Standing Behind Neck Shoulder Press (Barbell),Best3BenchKg,2637
Standing Cable Abductors,Best3SquatKg,2638
Standing Cable Hip Abduction,Best3SquatKg,2639
Standing Cable Row,Best3DeadliftKg,2640
Standing Calf Raise (Machine),Best3SquatKg,2642
Standing Close Cable Press,Best3BenchKg,2643
Standing Cross Body Cable Lateral Raise,Best3DeadliftKg,2644
Standing Dumbbell Wrist Extensions,Best3DeadliftKg,2645
Standing Ez-Bar Curl,Best3DeadliftKg,2646
Standing Hip Flexor March,Best3SquatKg,2647
Standing Knee Drive,Best3SquatKg,2648
Standing Leg Curl,Best3DeadliftKg,2649
Standing Leg Raise with Band,Cardio_Core,2650
Standing Low Cable Chest Press,Best3BenchKg,2651
Standing Overhead Extension,Best3BenchKg,2654
"Standing Overhead Press (Smith Machine, Push Press)",Best3DeadliftKg,2655
Standing Reverse Fly,Best3BenchKg,2658
Standing Shoulder Press,Best3BenchKg,2660
Standing Shoulder Press (Dumbbell),Best3BenchKg,2661
Standing Side Crunch,Cardio_Core,2662
Standing Side-Leg Raises (Band),Cardio_Core,2663
Standng Calf Raise (Machine),Best3SquatKg,2667
Static Curl,Best3DeadliftKg,2668
Steady-State Cardio,Cardio_Core,2673
Steal Starts 10 Yards,Cardio_Core,2674
Step downs,Best3SquatKg,2675
Stiff Leg Deadlift Or Romanian Deadlift (Swap This Out For Either),Best3DeadliftKg,2682
Stiff Leg Deficit Deadlift,Best3DeadliftKg,2683
Stiff Leg Zercher Deadlift,Best3DeadliftKg,2684
Straigh bar - Cable pull down,Best3DeadliftKg,2687
Straight Arm Cable Pulldown,Best3DeadliftKg,2688
Straight Arm Chest Raise,Best3BenchKg,2689
Straight Arm Lat Pull Down (12-15),Best3DeadliftKg,2690
Straight Arm Pull Down,Best3DeadliftKg,2691
Straight Arm Pull Downs,Best3DeadliftKg,2692
Straight Arm Pulldown,Best3DeadliftKg,2693
Straight Arm Push down,Best3BenchKg,2694
Straight Back Kickbacks,Best3BenchKg,2696
Straight Bar Cable Extensions,Best3DeadliftKg,2697
Straight Bar Lat Extension,Best3DeadliftKg,2698
Straight Bar Wrist Curl,Best3DeadliftKg,2699
Straight Leg Bounds 20 Yards,Cardio_Core,2700
Straight Leg Calf Raise,Best3SquatKg,2701
Straight Leg Calf Raise 2,Best3SquatKg,2702
Straight Leg Deadlift,Best3DeadliftKg,2703
Straight Leg Shuffle 20 Yrds,Cardio_Core,2704
Straight-Arm Pushdown,Best3BenchKg,2707
Straight-Bar Overhead Triceps Extension (Cable),Best3BenchKg,2708
Strict Curl,Best3DeadliftKg,2716
Suitcase Deadlift,Best3DeadliftKg,2720
Sumo Box Squat,Best3SquatKg,2721
Sumo Deadlift (Barbell),Best3DeadliftKg,2722
Sumo Deadlift (Box),Best3DeadliftKg,2723
Sumo Deadlift (Dumbbell),Best3DeadliftKg,2724
Sumo Deadlift (Paused),Best3DeadliftKg,2725
Sumo SLDL,Best3DeadliftKg,2727
Sumo Squat,Best3SquatKg,2728
Sumo Squat Belt Squat,Best3SquatKg,2729
Sumo Stiff Leg Deadlift,Best3DeadliftKg,2730
Super ROM Lateral Dumbbell Raise,Best3DeadliftKg,2731
Super ROM Overhead Cable Row,Best3DeadliftKg,2733
Super-Wide Weighted Pull-Ups,Best3DeadliftKg,2734
SuperWideGrip Pull-Ups (Weighted),Best3DeadliftKg,2735
Superman,Cardio_Core,2736
Superman Alternating Sides,Cardio_Core,2737
Superman Quad,Cardio_Core,2739
Supinated Chest Supported Row (Machine),Best3DeadliftKg,2740
Supinated Grip Chin-ups,Best3DeadliftKg,2741
Supine Scorpions,Cardio_Core,2742
Swan Dive,Cardio_Core,2743
Swiss Ball Leg Curl,Best3DeadliftKg,2745
T Bar Rows,Best3DeadliftKg,2747
T-Bar Row (Chest Supported),Best3DeadliftKg,2750
TNF Row (upper Back),Best3DeadliftKg,2752
TRX Facepull,Best3DeadliftKg,2756
TRX High Row,Best3DeadliftKg,2758
TRX Row,Best3DeadliftKg,2759
TRX T,Best3DeadliftKg,2762
Tate Press,Best3BenchKg,2763
Tempo Bench Press,Best3BenchKg,2765
Tempo Deadlift,Best3DeadliftKg,2767
Tempo Overhead Press,Best3BenchKg,2769
Tempo Overheadpress,Best3BenchKg,2770
Tempo Press,Best3BenchKg,2771
Tempo Squat (Barbell),Best3SquatKg,2774
Terminal Knee Extensions (TKEs) w/ band,Cardio_Core,2777
Thruster (Barbell),Best3SquatKg,2781
Tib Raises,Best3BenchKg,2784
Tibia Raise,Best3BenchKg,2785
Tibialis Curl,Best3DeadliftKg,2788
Tibialis Raises,Best3BenchKg,2790
Toe Press,Best3BenchKg,2794
Toe Press Leg Press,Best3SquatKg,2795
Top To Bottom Cable Flyes,Best3BenchKg,2799
Towel Forearm Hold (Optional),Best3DeadliftKg,2801
Trap Bar Deadlift,Best3DeadliftKg,2804
Trap Bar Deadlift (Paused),Best3DeadliftKg,2805
Trap Bar Farmers Walk,Cardio_Core,2806
Trap Bar Jump,Cardio_Core,2807
Trap Bar Jumps,Cardio_Core,2808
Trap Bar Power Shrug,Best3DeadliftKg,2809
Trap Bar RDL,Best3DeadliftKg,2810
Trap Bar Shrug,Best3DeadliftKg,2811
Treadmill,Cardio_Core,2813
Tricep Dips,Best3BenchKg,2818
Tricep Extension (Banded),Cardio_Core,2820
Tricep Extension (Barbell),Best3BenchKg,2821
Tricep Extension (Cable),Best3BenchKg,2822
Tricep Extension (Dumbbell),Best3BenchKg,2823
Tricep Extension (Resistance Band),Cardio_Core,2825
Tricep Extension Pulldowns Band,Cardio_Core,2826
Tricep Kick Back,Best3BenchKg,2827
Tricep Kickback,Best3BenchKg,2828
Tricep Kickback (Cable),Best3BenchKg,2829
Tricep Kickbacks,Best3BenchKg,2830
Tricep Overhead Extension (Dumbbell),Best3BenchKg,2831
Tricep Pressdown,Best3BenchKg,2832
Tricep Push Up,Best3BenchKg,2835
Tricep Pushdown,Best3BenchKg,2836
Tricep Pushdown (Straight Bar),Best3BenchKg,2838
Tricep Tate Press,Best3BenchKg,2841
Tricep-Pressdown,Best3BenchKg,2842
Triceps Extension (Straight Bar),Best3BenchKg,2844
Triceps Rope Above Head,Best3BenchKg,2848
Triceps press,Best3BenchKg,2849
Triple Broad Jump,Cardio_Core,2850
Tube Walk,Cardio_Core,2851
Turkish Get Up,Best3DeadliftKg,2852
Turkish Get-Ups,Best3DeadliftKg,2853
"Twisted ""T"" Planks",Cardio_Core,2855
Twisting Bench Crunches,Cardio_Core,2856
Twists,Cardio_Core,2857
Type Writer Pull Up,Best3DeadliftKg,2859
Underhand Fly (Cable),Best3BenchKg,2860
Underhand Lat Pulldown,Best3DeadliftKg,2861
Underhand Pull-down biceps,Best3DeadliftKg,2862
Underhand Row,Best3DeadliftKg,2863
Underhand Rows (Machine),Best3DeadliftKg,2864
Unilateral Cable Rear Delt Fly,Best3DeadliftKg,2867
Unilateral Hip Adductor,Best3SquatKg,2868
Unilateral Lat Focused Row,Best3DeadliftKg,2869
Unilateral Low Cable Fly,Best3DeadliftKg,2871
Unilateral Preacher Curl,Best3DeadliftKg,2872
Unilateral Preacher Curl (Dumbbell) Hammer,Best3DeadliftKg,2873
Unilateral Preacher Curl (Dumbbell) Normal,Best3DeadliftKg,2874
Unilateral Preacher Curl Machine,Best3DeadliftKg,2875
Unilateral Smith Machine (close Grip),Best3DeadliftKg,2876
Unilateral Tricep Cable Pushdown(Rope),Best3DeadliftKg,2877
Unilaterel Leg Extension,Best3SquatKg,2878
Up Down Plank,Cardio_Core,2879
Upper Back Row,Best3DeadliftKg,2882
Upper Back Rows,Best3DeadliftKg,2883
Upright Row (Cable),Best3DeadliftKg,2889
Upright Row (Dumbbell),Best3DeadliftKg,2890
V Bar Over Head Extension,Best3DeadliftKg,2891
V-Bar Lat Pulldown,Best3DeadliftKg,2892
V-Bar Lat Pulldowns,Best3DeadliftKg,2893
V-Bar Pulldown,Best3DeadliftKg,2894
V-Grip Barbell Row,Best3DeadliftKg,2895
V-Handle Tricep Pushdown (Cable),Best3BenchKg,2896
V-Stance Leg Press,Best3SquatKg,2897
V-Up,Cardio_Core,2898
V-squat,Best3SquatKg,2899
Vatsat,Cardio_Core,2901
Vertical Crunch,Cardio_Core,2902
Vertical Jump,Cardio_Core,2903
Vertical traction,Best3DeadliftKg,2904
Viking Press,Best3BenchKg,2905
Waiter Curl,Best3DeadliftKg,2907
Walk,Cardio_Core,2908
Walking Lunge (Barbell),Cardio_Core,2911
Walking Lunge (Weighted),Cardio_Core,2913
Walking Lunges,Cardio_Core,2914
Walking Lunges w/ Pulse,Cardio_Core,2916
Wall Assisted Handstand Pushup,Best3BenchKg,2920
Wall Press Dead Bug,Best3BenchKg,2921
Wall Push Up,Best3BenchKg,2922
Wall Sit,Cardio_Core,2923
Wall Sit Hold,Best3SquatKg,2924
Wall Tib Raise,Best3BenchKg,2925
Way Bent Over Row,Best3DeadliftKg,2932
Weighted Alternating Lunge Jump,Cardio_Core,2935
Weighted Ankle Stretch (Goblet Hold),Cardio_Core,2936
Weighted Deficit Push-up,Best3BenchKg,2939
Weighted Hanging Leg Raises,Best3BenchKg,2943
Weighted Hanging Oblique Knee Raise,Best3BenchKg,2944
Weighted Knee Raises,Best3BenchKg,2945
Weighted Pause Pull Ups,Best3DeadliftKg,2948
Weighted Sit Up,Cardio_Core,2953
Weighted Sit Ups,Cardio_Core,2954
Weighted Wall Sits,Best3SquatKg,2956
Wide Grip Assisted Pull Up,Best3DeadliftKg,2960
Wide Grip Cable Curls,Best3DeadliftKg,2961
Wide Grip Chest Press,Best3BenchKg,2963
Wide Grip Incline Benchpress,Best3BenchKg,2965
Wide Grip Lat Pulldown,Best3DeadliftKg,2966
Wide Grip Pull-Up,Best3DeadliftKg,2967
Wide Grip Pull-Up (Weighted),Best3DeadliftKg,2968
Wide Grip Rear Pull-Up,Best3DeadliftKg,2970
Wide Grip Tricep Push Down,Best3BenchKg,2972
Wide MAG Pulldowns,Best3DeadliftKg,2973
Wide Neutral Pulldown,Best3DeadliftKg,2974
Wide Neutral Pullups,Best3DeadliftKg,2975
Wide Overhand Pulldown,Best3DeadliftKg,2976
Wide Row,Best3DeadliftKg,2977
Wide Stance Rdl,Best3DeadliftKg,2979
Wide Stance Sumo Squats,Best3SquatKg,2980
Wide-Grip Pull-Up (Weighted),Best3DeadliftKg,2981
Windshield Wipers,Cardio_Core,2984
Wood Chop (High To Low),Best3DeadliftKg,2987
Wrist Cable Supination,Best3DeadliftKg,2992
Wrist Curl (Cable),Best3DeadliftKg,2993
Wrist Curls (Cable),Best3DeadliftKg,2996
Wrist Curls (Dumbbell),Best3DeadliftKg,2997
Y Raise,Best3BenchKg,3008
Y Raise (Dumbbell),Best3BenchKg,3009
Yoke,Best3DeadliftKg,3016
Yoke Carry,Best3SquatKg,3017
Yoke Walk,Cardio_Core,3018
Z Press,Best3BenchKg,3019
Z Press (Barbell),Best3BenchKg,3020
Z-Press (Dumbbell),Best3BenchKg,3022
Z-Sit Shoulder Press,Best3BenchKg,3023
Zercher Front-Foot Elevated Split Squat,Best3SquatKg,3025
Zercher Good Morning,Best3DeadliftKg,3026
Zercher Lunges,Best3SquatKg,3027
Zercher RDL,Best3DeadliftKg,3029
Zercher Reverse Lunge,Best3SquatKg,3030
Zercher Walks,Cardio_Core,3032
Zottman Curl,Best3DeadliftKg,3033
Zottman Curls,Best3DeadliftKg,3035
ab wheel weighted,Cardio_Core,3036
abductor chair,Best3SquatKg,3037
cable press around,Best3BenchKg,3040
circus press,Best3BenchKg,3042
dead hang time,Best3DeadliftKg,3044
hip adduction (Cable),Best3SquatKg,3046
kettlebell biceps,Best3DeadliftKg,3048
machine preacher curl,Best3DeadliftKg,3049
shrug,Best3DeadliftKg,3053
standing overhead press,Best3BenchKg,3054
zercher deadlift,Best3DeadliftKg,3057
