Exercise_Name,Base_Lift,exercise_id
Goblet Squat Jump,Cardio_Core,1052
Good Morning,Best3DeadliftKg,1054
Good Morning (Bodyweight),Best3DeadliftKg,1055
Good Morning (Hack Machine),Best3SquatKg,1056
Good morning (Smith),Best3DeadliftKg,1058
Ground Starts 10 Yards,Cardio_Core,1061
Guillotine Bench Press,Best3BenchKg,1062
Guillotine Press,Best3BenchKg,1063
Hack Deadlift,Best3SquatKg,1066
Hack Squat,Best3SquatKg,1067
Hack Squat (Machine),Best3SquatKg,1069
Hack Squat Calf Raise,Best3SquatKg,1071
Hack Squat Inverted,Best3SquatKg,1072
Half Kneeling Arnold Press (Dumbbell),Best3BenchKg,1073
Half Kneeling Landmine Press,Best3BenchKg,1075
Half Kneeling Single Leg Box Jump,Cardio_Core,1077
Hammer Bar Curl,Best3DeadliftKg,1081
Hammer Curl,Best3DeadliftKg,1082
Hammer Curl (Cable),Best3DeadliftKg,1083
Hammer Curl (Dumbbell),Best3DeadliftKg,1084
Hammer Curl Dumbbell,Best3DeadliftKg,1086
Hammer Curls - Cable And Rope,Best3DeadliftKg,1088
Hammer Preacher,Best3DeadliftKg,1090
Hammer Preacher Curl,Best3DeadliftKg,1091
Hammer Preacher Curl (Dumbell),Best3DeadliftKg,1093
Hammer Single Arm Preacher Bench,Best3BenchKg,1094
Hammer Squat Lunge Machine (RDL),Best3SquatKg,1096
Hammer Strength Iso-Lateral Low Row,Best3DeadliftKg,1099
Hammer Strength Preacher Curl,Best3DeadliftKg,1100
Hamstring Curl (TRX),Best3DeadliftKg,1102
Hands on Hips Countermovement Jump,Cardio_Core,1112
Handstand,Cardio_Core,1113
Handstand Hold,Cardio_Core,1114
Handstand Progression,Cardio_Core,1115
Handstand Pushups,Best3BenchKg,1116
Hang Snatch,Best3DeadliftKg,1119
Hanging Knee Raise,Best3BenchKg,1120
Hanging Knee Raises,Best3BenchKg,1121
Hanging Leg Raise,Best3BenchKg,1123
Hanging Leg Raise (Weighted),Best3BenchKg,1124
Hanging Oblique Knee Raise,Best3BenchKg,1125
Hanging Toes To Bar,Cardio_Core,1127
Hatfield Squat,Best3SquatKg,1129
Heavy Barbell Holds,Best3DeadliftKg,1132
Heavy Lateral Raise,Best3DeadliftKg,1134
Heel Elevated Leg Press,Best3SquatKg,1137
Heel Elevated Squat,Best3SquatKg,1138
Heel Elevated Squat (Barbell),Best3SquatKg,1139
Heel Taps,Cardio_Core,1142
Heel Walks 20 Yards,Cardio_Core,1143
Heels Elevated Bulgarian Split Squat (Barbell),Best3SquatKg,1145
Heels Elevated Squat,Best3SquatKg,1146
Helms Row,Best3DeadliftKg,1147
Hex Press,Best3BenchKg,1149
High Bar Squat (Barbell),Best3SquatKg,1150
High Bar Squat (Smith Machine),Best3SquatKg,1152
High Cable Fly,Best3BenchKg,1153
High Cable Lateral Raise,Best3DeadliftKg,1154
High Feet Leg Press,Best3SquatKg,1156
High Incline Chest/Shoulder Press,Best3BenchKg,1157
High Incline DB Press,Best3BenchKg,1159
High Incline Dumbbell Press,Best3BenchKg,1160
High Incline Press,Best3BenchKg,1161
High Knee Butt Kick Run 15 Yards,Cardio_Core,1163
High Pull,Best3DeadliftKg,1166
High Row,Best3DeadliftKg,1168
High Shoulder Rotation (Dumbbell),Best3BenchKg,1169
High Step Up,Best3SquatKg,1170
High To Low Cable Fly,Best3BenchKg,1171
High To Low Cable Flyes,Best3BenchKg,1172
High-Low Cable Press,Best3BenchKg,1174
High-To-Low Neutral-Grip Lat Row,Best3DeadliftKg,1175
High-to-low Cable Chest Flies,Best3BenchKg,1176
Hill Sprint / Stairs Sprint,Cardio_Core,1178
Hip Abduction,Best3SquatKg,1179
Hip Adduction,Best3SquatKg,1182
Hip Adductor (Machine),Best3SquatKg,1183
Hip Adductor Dropset,Best3SquatKg,1184
Hip Extension Quad,Best3SquatKg,1193
Hip Flexor Bounce,Best3SquatKg,1195
Hip Flexor Raise,Best3SquatKg,1197
Hip Mobilization,Best3SquatKg,1200
Hip Raise,Best3SquatKg,1201
Hip Thrust,Best3SquatKg,1202
Hip Thrust (Band),Cardio_Core,1204
Hip Thrust (Bodyweight),Best3SquatKg,1206
Hip Thrust (Dumbbell),Best3SquatKg,1207
Hip Thrust (Machine),Best3SquatKg,1208
Hip Thrust (Smith Machine),Best3SquatKg,1209
Hip Thrust (machine),Best3SquatKg,1210
Hip Thrust Machine,Best3SquatKg,1212
Hollow Body Pullups,Best3DeadliftKg,1215
Hollow Hold,Cardio_Core,1216
Hollow Rock,Cardio_Core,1217
Horizontal Elbow-braced Cable Triceps Extension,Best3BenchKg,1219
Hyperextension,Best3DeadliftKg,1220
Hyperextension (Glute Focus),Best3SquatKg,1221
Hyperextension (Weighted),Best3DeadliftKg,1222
Inch Worm + Push Up,Best3BenchKg,1228
Inchworm,Cardio_Core,1229
Incline Bench Lateral Raise,Best3DeadliftKg,1233
Incline Bench Preacher Curl,Best3DeadliftKg,1235
Incline Bench Press (Barbell),Best3BenchKg,1236
Incline Bench Press (Dumbbell) (Paused),Best3BenchKg,1239
Incline Bench Press - Hammer Strength,Best3BenchKg,1242
Incline Bicep Curl,Best3DeadliftKg,1246
Incline Cable Chest Press,Best3BenchKg,1249
Incline Cable Curl,Best3DeadliftKg,1250
Incline Cable Flys,Best3BenchKg,1252
Incline Chest Fly,Best3BenchKg,1254
Incline Chest Fly Machine,Best3DeadliftKg,1256
Incline Chest Press (Machine),Best3DeadliftKg,1257
Incline Chest Press (Smith),Best3BenchKg,1258
Incline Curl,Best3DeadliftKg,1261
Incline Curl (Dumbbell),Best3DeadliftKg,1263
Incline DB Curl 45 Degrees,Best3DeadliftKg,1264
Incline Dumbbel Curl (Low Bench),Best3DeadliftKg,1266
Incline Dumbbell Curl (12-15),Best3DeadliftKg,1267
Incline Dumbbell Curls,Best3DeadliftKg,1269
Incline Dumbbell Front Raise,Best3BenchKg,1270
"Incline Dumbbell Press (12,10,8,6,4)",Best3BenchKg,1271
Incline Dumbbell Row,Best3DeadliftKg,1272
Incline Dumbell Bench Press,Best3BenchKg,1273
Incline Dumbell Press,Best3BenchKg,1274
Incline Fly (Cable),Best3BenchKg,1276
Incline Fly Press (Dumbbell),Best3BenchKg,1277
Incline Hammer Curl (Dumbbell),Best3DeadliftKg,1280
Incline Hammer Curls,Best3DeadliftKg,1281
Incline Hybrid DB Fly,Best3BenchKg,1283
Incline Lat Raise,Best3DeadliftKg,1284
Incline Neutral Press DB,Best3BenchKg,1286
Incline Pullover (Dumbbell),Best3DeadliftKg,1287
Incline Pushdown (Cable),Best3BenchKg,1288
Incline Rear Delt Flye,Best3BenchKg,1290
Incline Rear Delt Raises,Best3BenchKg,1291
Incline Rear Delt Raises W External Rotation,Best3BenchKg,1292
Incline Rear Shrug,Best3DeadliftKg,1293
Incline Row DB,Best3DeadliftKg,1295
Incline Treadmill,Cardio_Core,1296
Incline Tricep Extention (Cable),Best3BenchKg,1299
Incline Y Lateral Raise,Best3DeadliftKg,1302
Incline dumbell row,Best3DeadliftKg,1304
Inverted Row,Best3DeadliftKg,1311
Iso Hold Band Curl,Cardio_Core,1315
Iso Low Row,Best3DeadliftKg,1316
Iso-lateral Low Row,Best3DeadliftKg,1318
JM Press (Smith Machine),Best3DeadliftKg,1324
Jacknifes,Cardio_Core,1326
Janicki Fly,Best3BenchKg,1330
Jefferson Curl,Best3DeadliftKg,1331
Jefferson Deadlift,Best3DeadliftKg,1332
Jesus Curl,Best3DeadliftKg,1334
Jog,Cardio_Core,1335
Jump Squat (Barbell),Cardio_Core,1338
Jump Switch Lunge,Cardio_Core,1339
Jumping Jack,Cardio_Core,1341
Jumping Lunge,Cardio_Core,1342
KAS Glute Bridge Hold,Best3SquatKg,1344
Kas Glute Bridge,Best3SquatKg,1348
Keenan Pullover Sagital,Best3DeadliftKg,1351
Kelso Shrug,Best3DeadliftKg,1352
Kelso Shrug/Incline Row,Best3DeadliftKg,1354
Kettlebell Bicep Curl,Best3DeadliftKg,1357
Kettlebell Clean & Press,Best3DeadliftKg,1360
Kettlebell Front Squat,Best3SquatKg,1363
Kettlebell Gorilla Row,Best3DeadliftKg,1364
Kettlebell Power Row,Best3DeadliftKg,1366
Kettlebell Press,Best3BenchKg,1367
Kettlebell Squat L/R,Best3SquatKg,1368
Kettlebell Toe Raise,Best3BenchKg,1372
Kettlebell Towel Curl,Best3DeadliftKg,1373
Kettlebell Windmill,Best3BenchKg,1375
Klokov Press,Best3BenchKg,1377
Knee Raise (Captain's Chair),Best3BenchKg,1381
Knee Raise (Weighted),Best3BenchKg,1382
Knee Raise Crunch Torso Down,Cardio_Core,1383
Knee To Feet Jumps,Cardio_Core,1384
Knee-to-wall ankle rocks,Best3SquatKg,1386
Kneeling Landmine Pushes,Best3BenchKg,1388
Kneeling Lat Pulldown,Best3DeadliftKg,1389
Kneeling Leg Curl,Best3DeadliftKg,1390
Kneeling Overhead Press,Best3BenchKg,1398
Kneeling Windmill Press,Best3BenchKg,1400
L-Sit Pull Up,Best3DeadliftKg,1406
L-sit Pull Ups,Best3DeadliftKg,1407
Ladder Drills,Cardio_Core,1408
Landmine Clean And Press,Best3DeadliftKg,1409
Landmine Oblique Twist,Cardio_Core,1411
Landmine Push Press,Best3BenchKg,1413
Landmine Squat (Heel Elevated),Best3SquatKg,1415
Landmine Twist,Cardio_Core,1417
Larsen Press (Barbell),Best3BenchKg,1418
Lat Biased Row,Best3DeadliftKg,1419
Lat Machine,Best3DeadliftKg,1420
Lat Prayer,Best3DeadliftKg,1422
Lat Press Down,Best3DeadliftKg,1424
Lat Pullaround,Best3DeadliftKg,1426
Lat Pulldown,Best3DeadliftKg,1428
Lat Pulldown (2-Grip),Best3DeadliftKg,1429
Lat Pulldown (Band),Cardio_Core,1430
Lat Pulldown (Close Grip),Best3DeadliftKg,1431
Lat Pulldown (Med - Neutral Grip),Best3DeadliftKg,1434
Lat Pulldown (Neutral Grip),Best3DeadliftKg,1435
Lat Pulldown (behind neck),Best3DeadliftKg,1437
Lat Pulldown Machine,Best3DeadliftKg,1438
Lat Pullover,Best3DeadliftKg,1440
Lat Pullover Cable,Best3DeadliftKg,1441
Lat Pullover Machine,Best3DeadliftKg,1442
Lateral Alternating Bounds,Best3DeadliftKg,1445
Lateral Banded Walk,Cardio_Core,1447
Lateral Bear Crawl,Best3DeadliftKg,1448
Lateral Jump,Cardio_Core,1452
Lateral Leg Raises,Best3DeadliftKg,1454
Lateral Line Hops,Best3DeadliftKg,1456
Lateral Lunge (Weighted),Best3SquatKg,1458
Lateral Power Shuffles 10 Yards,Best3DeadliftKg,1463
"Lateral Pullover, Rope",Best3DeadliftKg,1466
Lateral Raise (12-15),Best3DeadliftKg,1467
Lateral Raise (Band),Cardio_Core,1468
Lateral Raise (Machine),Best3DeadliftKg,1471
Lateral Raise (Seated),Best3DeadliftKg,1472
Lateral Raise Eccentrics,Best3DeadliftKg,1473
Lateral Raise Machine Standing,Best3DeadliftKg,1474
Lateral Raise Seated,Best3DeadliftKg,1476
Lateral Short Shuffle,Best3DeadliftKg,1477
Lateral Shuffle,Best3DeadliftKg,1478
Lateral Shuffles 10 Yards,Best3DeadliftKg,1482
Lateral Squat - Low Alternating (reps per leg),Best3SquatKg,1483
Lateral band walk,Cardio_Core,1485
Lateral walks  (banded),Cardio_Core,1486
Lean In Lateral Raise (Dumbbell),Best3DeadliftKg,1487
Lean-Back Lat Pulldown,Best3DeadliftKg,1488
Lean-Back Seated Hip Abduction (Machine),Best3DeadliftKg,1489
Leaning In Lateral Raise,Best3DeadliftKg,1490
Leaning Overhead Extension,Best3BenchKg,1491
Leg Circles,Cardio_Core,1492
Leg Curl Machine (Not Lying),Best3DeadliftKg,1495
Leg Extension (Cable),Best3SquatKg,1499
Leg Extension (Dumbbell),Best3SquatKg,1500
Leg Extension (Single Leg),Best3SquatKg,1502
Leg Extension Single Leg,Best3SquatKg,1503
Leg Extension with Band,Cardio_Core,1504
Leg Pres (Low Pad),Best3SquatKg,1506
Leg Press (45 Degrees),Best3SquatKg,1508
Leg Press Calf,Best3SquatKg,1509
Leg Raise,Best3BenchKg,1512
Leg Raise (Captain's Chair),Best3BenchKg,1513
Leg Raise Floor,Best3BenchKg,1515
"Legg Press (12,10,8,6,4)",Best3BenchKg,1517
Library Deadlift,Best3DeadliftKg,1519
Light Cardio,Cardio_Core,1521
Light Hammer,Best3DeadliftKg,1522
Light Jog,Cardio_Core,1523
Light cardio (Treadmill Or Rowing machine),Cardio_Core,1527
Line Hops,Cardio_Core,1528
Linear Pogo Jumps 10 Yards,Cardio_Core,1530
Log Press,Best3BenchKg,1534
Long Lever Ball Crunch,Cardio_Core,1535
Long Pause Bench Press,Best3BenchKg,1536
Long Rope Tricep Extension,Best3BenchKg,1537
Long rope incline pushdown,Best3BenchKg,1539
Loop band row,Cardio_Core,1543
Low Cable Crossover,Best3BenchKg,1545
Low Cable Fly,Best3BenchKg,1546
Low Incline Flye (Dumbbell),Best3BenchKg,1549
Low Incline Press (Dumbbell),Best3BenchKg,1550
Low Row - Plate Loaded (Arsenal),Best3DeadliftKg,1552
Low-Intensity Cardio,Cardio_Core,1555
Low-To-High Cable Fly,Best3BenchKg,1556
Low-to-High Cable Fly,Best3BenchKg,1557
Lower Ab Leg Raises,Best3BenchKg,1558
Lower Abs With Propel Machine,Cardio_Core,1559
Lower Body Twist,Cardio_Core,1562
Lu Lateral Raise,Best3DeadliftKg,1563
Lu Lateral Raises,Best3DeadliftKg,1564
Lu raises,Best3BenchKg,1567
Lunge (Barbell),Best3SquatKg,1569
Lunge (Bodyweight),Best3SquatKg,1570
Lunge (Dumbbell),Best3SquatKg,1571
Lunge (Kettlebell),Best3SquatKg,1572
Lunge With Twist,Best3SquatKg,1574
Lying Behind The Back Neck Plate Elevation,Best3DeadliftKg,1576
Lying Bicep Curl,Best3DeadliftKg,1577
Lying Cable Curl,Best3DeadliftKg,1578
Lying Cable Tricep Extension,Best3BenchKg,1580
Lying Chest Press,Best3BenchKg,1582
Lying Crucifix Lateral Raise,Best3DeadliftKg,1583
Lying DB Bicep Curl,Best3DeadliftKg,1584
Lying Hamstring Curl,Best3DeadliftKg,1586
Lying Leg Raise,Best3BenchKg,1592
Lying Overhead Tricep Extension (barbell),Best3BenchKg,1593
Lying Reverse Fly,Best3BenchKg,1597
Lying Sit Up,Cardio_Core,1599
Lying Tricep Extension (Barbell),Best3BenchKg,1602
Lying Tricep Extension (Dumbbell),Best3BenchKg,1603
Lying Triceps Extension (EZ Bar),Best3BenchKg,1604
MMS Barbell Complex,Best3DeadliftKg,1609
MTS Front Pulldown,Best3DeadliftKg,1610
MTS Low Row Machine,Best3DeadliftKg,1611
MTS Row,Best3DeadliftKg,1612
Machine Bench,Best3DeadliftKg,1617
Machine Bench Press,Best3DeadliftKg,1618
Machine Calf Raise,Best3SquatKg,1619
Machine Chest Press (Flat),Best3DeadliftKg,1620
Machine Chest Press (Incline),Best3DeadliftKg,1621
Machine Chest Press (Neutral Grip),Best3DeadliftKg,1622
Machine Crunch,Cardio_Core,1623
Machine Flat Press,Best3DeadliftKg,1624
Machine Hip Thrust,Best3SquatKg,1625
Machine Lat Pulldown,Best3DeadliftKg,1626
Machine Low Row,Best3DeadliftKg,1629
Machine Press,Best3DeadliftKg,1631
Machine Pull Down,Best3DeadliftKg,1632
Machine Pull-down,Best3DeadliftKg,1633
Machine Wide Rows,Best3DeadliftKg,1634
Mag Grip Lat Pulldown,Best3DeadliftKg,1635
Marching Glute Bridge,Best3SquatKg,1639
Meadows Curl,Best3DeadliftKg,1646
Meadows Row,Best3DeadliftKg,1647
Med Ball Backward Toss,Best3DeadliftKg,1648
Med Ball Crunch,Cardio_Core,1651
Medicine Ball Close Grip Push Up,Best3BenchKg,1660
Medicine Ball Floor Throw And Hip Toss,Best3SquatKg,1661
Medicine Ball Russian Twist,Cardio_Core,1665
Mercy 30 Curls,Best3DeadliftKg,1670
Middle Back Rows,Best3DeadliftKg,1672
Military Press (Barbell),Best3BenchKg,1675
Mini Band - Walking,Cardio_Core,1677
Monster Walks (hip Circle),Cardio_Core,1683
Mountain Climber,Cardio_Core,1684
Multi Direction Plank Series,Cardio_Core,1686
Muscle Up,Best3DeadliftKg,1687
Narrow Neutral Pulldown,Best3DeadliftKg,1690
Nautilus Inspriation Row (Wide-Grip),Best3DeadliftKg,1692
Nautilus Single Arm Curl,Best3DeadliftKg,1693
Neck Press/Guillotine Press,Best3BenchKg,1703
Negative Chin Ups,Best3DeadliftKg,1708
Negative Pull Up,Best3DeadliftKg,1709
Neutral Geip Seated Cable Row,Best3DeadliftKg,1710
Neutral Grip Pull Ups (as Many Sets As Needed),Best3DeadliftKg,1714
Neutral Grip Seated Cable Row,Best3DeadliftKg,1716
Neutral-Grip Pulldowns,Best3DeadliftKg,1717
Nordic Curls (Freak Athlete),Best3DeadliftKg,1719
OHP Pin Press,Best3BenchKg,1720
Oblique 90 Degree Crunch,Cardio_Core,1721
Oblique Crunch,Cardio_Core,1723
Oblique Deadlift,Best3DeadliftKg,1724
Oblique Heel Touch,Cardio_Core,1725
Oblique QL Side Raise,Best3BenchKg,1726
Oblique Roman Chair With Weight,Best3DeadliftKg,1727
Oblique Sidecrunch,Cardio_Core,1728
Oblique Twists,Cardio_Core,1729
Omni Press,Best3BenchKg,1733
One Arm Bent Over Row,Best3DeadliftKg,1738
One Arm Cable Curl,Best3DeadliftKg,1739
One Arm Lateral Raise (Dumbbell),Best3DeadliftKg,1742
One Arm Overhead Carry with March,Best3BenchKg,1743
One Arm Overhead Press (Dumbbell),Best3BenchKg,1745
One Arm Press,Best3BenchKg,1746
One Arm Pulldown,Best3DeadliftKg,1747
One Arm Reverse Fly,Best3BenchKg,1748
One Arm Reverse Pec Deck,Best3BenchKg,1749
One Arm Row (Dumbell),Best3DeadliftKg,1751
One Leg Calf Raises,Best3SquatKg,1754
One Legged Bounds,Cardio_Core,1757
Opposite Grip Pullups (Chins If Your Primary Is Pullups And Vice Versa),Best3DeadliftKg,1759
Overcoming ISO Close Grip Bench,Best3BenchKg,1761
Overcoming ISO Split Squats,Best3SquatKg,1762
Overhead Cable Bicep Curl,Best3DeadliftKg,1763
Overhead Cable Rope Extention,Best3BenchKg,1764
Overhead Chest Press,Best3BenchKg,1766
Overhead Dumbbell Carries,Best3BenchKg,1767
Overhead Extension (EZ Bar),Best3BenchKg,1769
Overhead Extension - Partial,Best3BenchKg,1770
Overhead Lu Raise,Best3BenchKg,1771
Overhead March,Best3BenchKg,1772
Overhead Pin Press,Best3BenchKg,1774
Overhead Press,Best3BenchKg,1776
Overhead Press (Barbell),Best3BenchKg,1778
Overhead Press (Dumbbell),Best3BenchKg,1779
Overhead Press (Machine),Best3DeadliftKg,1780
Overhead Press (Smith Machine),Best3DeadliftKg,1782
Overhead Press (barbell - Paused),Best3BenchKg,1783
Overhead Rope Extension,Best3BenchKg,1784
Overhead Tricep Extension (Cable),Best3BenchKg,1791
Overhead Tricep Extension (Dumbbell),Best3BenchKg,1792
Pallof Hold,Cardio_Core,1798
Pallof Press Holds,Best3BenchKg,1800
Pallof Press Walkouts,Cardio_Core,1801
Palms Facing Up - D Handle Tricep Pushdown,Best3BenchKg,1802
Parallel Pull Up W Knee Tuck,Best3DeadliftKg,1803
Partial Chin-Up,Best3DeadliftKg,1805
Partial Deadlift (Smith Machine),Best3DeadliftKg,1806
Partial Incline Press (Dumbbell),Best3BenchKg,1807
Partial Lateral Raise,Best3DeadliftKg,1808
Pause Press(Bench),Best3BenchKg,1813
Pause Squat,Best3SquatKg,1814
Paused Barbell RDL,Best3DeadliftKg,1815
Paused Front Squats,Best3SquatKg,1818
Paused Incline Press,Best3BenchKg,1819
Paused Platz Squat (Barbell),Best3SquatKg,1820
Paused Push Up,Best3BenchKg,1821
Pec Fly (Dumbbell),Best3BenchKg,1823
Pelican Curl,Best3DeadliftKg,1826
Pendlay Row,Best3DeadliftKg,1828
Peterson Step Ups,Best3SquatKg,1831
Peterson Step-Ups (Weighted),Best3SquatKg,1833
Pike Handstand Hold,Cardio_Core,1836
Pike Pushup (Feet Elevated),Best3BenchKg,1839
Pillar Bridge w/ Arm Lift,Cardio_Core,1841
Pillar Bridge w/ Arm Reach,Cardio_Core,1842
Pin Press Squat,Best3SquatKg,1844
Pin Squat (Barbell),Best3SquatKg,1846
Pin Squats,Best3SquatKg,1847
Pinwheel Curl (Dumbbell),Best3DeadliftKg,1849
Pistol Squat (Assisted),Best3SquatKg,1852
Pistol Squat To Box,Best3SquatKg,1853
Planche Progression,Best3BenchKg,1855
Planche Progression Hold,Best3BenchKg,1856
Plank,Cardio_Core,1858
Plank (Weighted),Cardio_Core,1860
Plank Hip Dip,Cardio_Core,1861
Plank Pull Through,Cardio_Core,1863
Plank Rows,Cardio_Core,1864
Plank To Push Up,Cardio_Core,1865
Plank Walkout,Cardio_Core,1867
Plank With Dumbbell Row,Cardio_Core,1868
Plank With Dumbell Drag,Cardio_Core,1869
Plank With Feet On Bench,Cardio_Core,1870
Plank With Leg Lift,Cardio_Core,1871
Plank With Resistance Band Rows,Cardio_Core,1873
Plank on Swissball,Cardio_Core,1874
Plank with Shoulder Taps,Cardio_Core,1876
Plate Pinch,Best3DeadliftKg,1881
Plate Raise,Best3DeadliftKg,1882
Platz Squat,Best3SquatKg,1887
Plyometric Jumps,Cardio_Core,1891
Plyometric Push Ups,Best3BenchKg,1892
Plyometric Push-Up,Best3BenchKg,1893
Pogo Jump,Cardio_Core,1895
Poliquin lateral raise,Best3DeadliftKg,1897
"Posterior Chain (Band Good Mornings, Bodyweight Hyperextensions, Etc.)",Cardio_Core,1898
Powell Raise,Best3BenchKg,1900
Power Clean,Best3DeadliftKg,1903
Power Shrug,Best3DeadliftKg,1905
Power Skips Distance 20 Yrds,Cardio_Core,1907
Power Snatch,Best3DeadliftKg,1909
Prayer Bench Press,Best3BenchKg,1910
Preacher Curl,Best3DeadliftKg,1912
Preacher Curl  (Plate Loaded),Best3DeadliftKg,1913
Preacher Curl (Barbell),Best3DeadliftKg,1914
Preacher Curl (Cable),Best3DeadliftKg,1915
Preacher Curl (Dumbbell),Best3DeadliftKg,1916
Preacher Curl (EZ Bar),Best3DeadliftKg,1917
Preacher Curl (Machine),Best3DeadliftKg,1918
Preacher Curl (Plate Loaded),Best3DeadliftKg,1919
Preacher Curl - Hammer Strength,Best3DeadliftKg,1921
Preacher Curl Machine,Best3DeadliftKg,1922
Preacher Curl(Machine),Best3DeadliftKg,1923
Preacher Curls (Machine),Best3DeadliftKg,1924
Preacher Hammer Curl,Best3DeadliftKg,1926
Preacher Machine,Best3DeadliftKg,1927
Press/Push/Jerk Complex,Best3BenchKg,1932
Prime Leg Extension,Best3SquatKg,1933
Prisoner Swiss Ball Crunch,Cardio_Core,1934
Pronated Finger Curls,Best3DeadliftKg,1936
Pronation Curl,Best3DeadliftKg,1938
Pronation Curls,Best3DeadliftKg,1939
Prone Y Raise,Best3BenchKg,1942
Pull Apart (Cable),Best3DeadliftKg,1946
Pull Through (Cable),Best3DeadliftKg,1949
Pull Ups Max,Best3DeadliftKg,1950
Pull-Up (Assisted),Best3DeadliftKg,1952
Pull-Up (Bodyweight),Best3DeadliftKg,1954
"Pull-Up (Neutral Grip, Weighted)",Best3DeadliftKg,1956
Pull-Up Negatives,Best3DeadliftKg,1958
Pulldown (Vbar),Best3DeadliftKg,1960
Pullover,Best3DeadliftKg,1962
Pullover (Dumbbell),Best3DeadliftKg,1963
Pullover Barbell,Best3DeadliftKg,1966
Push Jerk,Best3BenchKg,1970
Push Press (Dumbbell),Best3BenchKg,1972
Push Up,Best3BenchKg,1973
Push Up (Incline),Best3BenchKg,1975
Push Up (Weighted),Best3BenchKg,1977
Push Up Pyramid,Best3BenchKg,1978
Push-Up Variations (Incline Or Weighted),Best3BenchKg,1980
Pushup,Best3BenchKg,1982
Quad extensions,Best3SquatKg,1984
Quarter Squat Jumps Rythmic,Cardio_Core,1990
R.B Ab Twist,Cardio_Core,1991
RDL (Smith Machine),Best3DeadliftKg,1992
RDL / Same Movement,Best3DeadliftKg,1993
REVERSE GRIP DUMBBELL BENCHPRESS,Best3BenchKg,1995
RP Barbell Wrist Curls,Best3DeadliftKg,1996
RP Flat Hammer Chest Press,Best3DeadliftKg,1998
RP HS Underhand Pulldowns,Best3DeadliftKg,1999
RP Hammer Curls,Best3DeadliftKg,2000
RP Hammer Strength Lateral Raise - Single Arm,Best3DeadliftKg,2001
RP Hammer Strength Shoulder Press - Plate Loaded,Best3DeadliftKg,2002
RP Incline Hammer Strength Press,Best3BenchKg,2003
RP Lying Leg Curl (Prime),Best3DeadliftKg,2005
RP Machine Dips,Best3DeadliftKg,2007
RP Overhead Triceps Extension,Best3BenchKg,2010
RP Ricky Pulldown,Best3DeadliftKg,2011
RP SportsArt Triceps Extension,Best3BenchKg,2014
Rack Deadlifts,Best3DeadliftKg,2017
Rear Delt 45 Degrees Cable Flye,Best3BenchKg,2021
Rear Delt Cable,Best3BenchKg,2022
Rear Delt Cable Fly,Best3BenchKg,2023
Rear Delt Fly (Cable),Best3BenchKg,2026
Rear Delt Fly (Dumbbell),Best3BenchKg,2027
Rear Delt Fly (Machine),Best3DeadliftKg,2028
Rear Delt Fly Of Choice,Best3BenchKg,2030
Rear Delt Fly Unilateral,Best3DeadliftKg,2031
Rear Delt Skier,Best3BenchKg,2034
Rebound Box Jumps,Cardio_Core,2038
Reserve Fly,Best3BenchKg,2040
Resistance Band Push-Ups,Cardio_Core,2043
Resisted Alternating Knee To Chest,Best3BenchKg,2045
Rest Pause - Lateral Raise (Placeholder),Best3DeadliftKg,2054
Retro Walking Treadmill,Cardio_Core,2060
Reverse Abs Crunch (Bodyweight),Cardio_Core,2061
Reverse Bicep Curl (Barbell),Best3DeadliftKg,2063
Reverse Bicep Curl (Cable),Best3DeadliftKg,2064
Reverse Bicep Curl (EZ Bar),Best3DeadliftKg,2066
Reverse Bicep Curl (cable)!,Best3DeadliftKg,2067
Reverse Cable Curl,Best3DeadliftKg,2068
Reverse Cable Fly,Best3BenchKg,2069
Reverse Cambered Bar Bench Press,Best3BenchKg,2070
Reverse Curl Cable,Best3DeadliftKg,2073
Reverse Curls,Best3DeadliftKg,2074
Reverse Dumbbell Fly,Best3BenchKg,2075
Reverse Dumbell Fly,Best3BenchKg,2076
Reverse Fly,Best3BenchKg,2077
Reverse Fly (Machine),Best3DeadliftKg,2079
Reverse Flye (Cable),Best3BenchKg,2080
Reverse Forearm Curl,Best3DeadliftKg,2081
Reverse Forearm Curls,Best3DeadliftKg,2082
Reverse Grip Bench,Best3BenchKg,2083
Reverse Grip Bench Press,Best3BenchKg,2084
Reverse Grip Cable Tricep Extension,Best3BenchKg,2086
Reverse Grip Cable Triceps Extension,Best3BenchKg,2087
Reverse Grip Curl (Cable),Best3DeadliftKg,2088
Reverse Grip Decline Pushup,Best3BenchKg,2089
Reverse Grip Push Down,Best3BenchKg,2094
Reverse Grip Pushdown,Best3BenchKg,2095
Reverse Grip Rotational Floor/Bench Press (Dumbbell),Best3BenchKg,2096
Reverse Grip Tricep Extension,Best3BenchKg,2097
Reverse Hack Squat,Best3SquatKg,2099
Reverse Hack Squats,Best3SquatKg,2100
Reverse Hamstring Curls,Best3DeadliftKg,2101
Reverse Hyperextension,Best3DeadliftKg,2102
Reverse Leg Extension,Best3SquatKg,2103
Reverse Lunge (Barbell),Best3SquatKg,2104
Reverse Lunge (Bodyweight),Best3SquatKg,2105
Reverse Lunge (Dumbbell),Best3SquatKg,2106
Reverse Lunge To Overhead Press,Best3SquatKg,2107
Reverse Lunge-Foot Evelated,Best3SquatKg,2108
Reverse Lunges,Best3SquatKg,2109
Reverse Nordic Curl,Best3DeadliftKg,2111
