bert_score,candidate_id,is_same_group,target,eq_clean,level_idx,goal_clean
0.0014532166533172,2590,0,0,Barbell,0,Powerlifting
0.0015483518363907,104,0,0,Bodyweight,0,Bodybuilding
0.0012695008190348,575,0,1,Dumbbell,1,Athletics
0.0020413736347109,2479,0,0,Machine,0,Bodybuilding
0.0016722321743145,481,0,0,Machine,2,Powerbuilding
0.0012639830820262,279,0,0,Barbell,2,Powerlifting
0.0019430321408435,2286,1,1,Machine,2,Bodybuilding
0.0011102284770458,2465,0,0,Bodyweight,1,Athletics
0.0015523668844252,1592,1,1,Bodyweight,2,Bodybuilding
0.0013015144504606,2010,1,0,Dumbbell,2,Bodybuilding
0.0012915466213598,794,0,0,Bodyweight,0,Powerlifting
0.0011673576664179,313,0,0,Dumbbell,0,Powerlifting
0.0012206457322463,2637,1,1,Barbell,2,Bodybuilding
0.001270895008929,304,1,0,Barbell,2,Muscle & Sculpting
0.001202471088618,2997,0,0,Dumbbell,0,Powerbuilding
0.0013443032512441,2392,0,0,Dumbbell,3,Bodybuilding
0.001801990554668,2693,1,0,Machine,2,Bodybuilding
0.0013256777310743,1472,0,0,Dumbbell,0,Muscle & Sculpting
0.0014092635829001,340,0,0,Dumbbell,2,Powerbuilding
0.0012181479251012,2811,0,0,Barbell,0,Powerlifting
0.0012705128174275,1629,0,0,Machine,2,Bodybuilding
0.0014190768124535,1127,1,1,Bodyweight,2,Bodybuilding
0.0018908740021288,2263,1,1,Machine,2,Bodybuilding
0.0017618857091292,2893,0,0,Machine,0,Bodybuilding
0.0014067335287109,1515,1,0,Bodyweight,2,Bodybuilding
0.0012056535342708,1905,1,0,Barbell,2,Bodybuilding
0.0013838676968589,1471,1,1,Machine,2,Bodybuilding
0.001187837566249,626,1,0,Machine,2,Bodybuilding
0.0012299015652388,36,1,0,Barbell,2,Muscle & Sculpting
0.0013793109683319,2563,0,0,Machine,0,Athletics
0.0012144431238994,2696,0,0,Bodyweight,0,Powerlifting
0.0013029088731855,2758,1,0,Machine,2,Athletics
0.0012155341682955,465,0,0,Machine,0,Muscle & Sculpting
0.0013465866213664,1491,0,0,Machine,0,Powerbuilding
0.0014042251277714,563,0,0,Machine,2,Powerbuilding
0.0017782944487407,2099,0,0,Machine,0,Athletics
0.001478195306845,2997,0,0,Dumbbell,0,Powerbuilding
0.0012975512072443,1486,0,0,Bodyweight,2,Fitness
0.0017802674556151,1415,1,0,Barbell,2,Athletics
0.0012158098397776,1882,0,0,Barbell,0,Bodybuilding
0.0015663668746128,936,0,0,Dumbbell,2,Fitness
0.0013725338503718,138,0,0,Bodyweight,0,Bodybuilding
0.0014170446665957,946,0,0,Barbell,0,Powerbuilding
0.0016050940612331,2251,0,0,Dumbbell,3,Bodybuilding
0.0013320619473233,2276,1,0,Machine,2,Bodybuilding
0.0012637817999348,568,0,0,Dumbbell,0,Powerbuilding
0.0011863181134685,1726,0,0,Bodyweight,0,Muscle & Sculpting
0.0012108713854104,568,0,0,Dumbbell,0,Powerbuilding
0.0012110554380342,525,0,0,Bodyweight,0,Powerlifting
0.001939115463756,2310,0,0,Machine,2,Powerbuilding
0.0011718849418684,3037,0,0,Machine,0,Powerlifting
0.0021079881116747,2346,0,0,Dumbbell,0,Bodybuilding
0.0014294519787654,1170,1,0,Bodyweight,2,Athletics
0.0014069875469431,271,0,0,Barbell,0,Muscle & Sculpting
0.0016764907632023,1853,0,0,Bodyweight,0,Bodybuilding
0.0012893334496766,502,0,0,Machine,0,Muscle & Sculpting
0.0013958435738459,505,1,0,Machine,2,Bodybuilding
0.0012206457322463,2637,1,1,Barbell,2,Bodybuilding
0.0016786915948614,834,1,0,Dumbbell,2,Athletics
0.0011563191656023,539,0,0,Bodyweight,0,Muscle & Sculpting
0.0016010731924325,1536,1,0,Barbell,2,Athletics
0.0011516944505274,609,0,0,Dumbbell,3,Powerlifting
0.0014244418125599,2263,1,0,Machine,2,Bodybuilding
0.001198562211357,2531,1,0,Barbell,2,Muscle & Sculpting
0.0015048476634547,1207,0,0,Dumbbell,2,Bodybuilding
0.0022257647942751,996,0,0,Bodyweight,2,Bodybuilding
0.0013229318428784,1020,0,0,Bodyweight,0,Bodybuilding
0.0012120554456487,1082,1,1,Dumbbell,2,Bodybuilding
0.0020710728131234,1273,0,0,Barbell,0,Muscle & Sculpting
0.0011547249741852,1142,0,0,Bodyweight,0,Athletics
0.0012541593750938,513,0,0,Machine,0,Powerbuilding
0.0015642606886103,2002,1,0,Machine,2,Bodybuilding
0.0015144074568524,2263,1,1,Machine,2,Bodybuilding
0.0022832888644188,2784,0,0,Bodyweight,0,Powerlifting
0.001624405500479,252,0,0,Bodyweight,0,Muscle & Sculpting
0.0012882929295301,1418,1,0,Barbell,2,Bodybuilding
0.0014826166443526,2620,0,0,Dumbbell,0,Bodybuilding
0.0020046180579811,2263,1,1,Machine,2,Bodybuilding
0.0013156166533008,1435,1,1,Machine,2,Bodybuilding
0.0015363013371825,1527,0,0,Machine,0,Bodyweight Fitness
0.0011210506781935,378,0,1,Bodyweight,2,Bodybuilding
0.0010792225366458,194,0,0,Machine,1,Bodybuilding
0.0014076849911361,2262,0,0,Machine,0,Muscle & Sculpting
0.0011877691140398,1769,1,0,Barbell,2,Muscle & Sculpting
0.0016178048681467,321,0,0,Machine,0,Bodybuilding
0.0016071996651589,1102,0,0,Machine,0,Powerbuilding
0.001330756349489,2127,0,0,Machine,0,Bodybuilding
0.0012706160778179,221,1,0,Bodyweight,2,Athletics
0.0014670706586912,2811,0,0,Barbell,0,Powerlifting
0.0011352678993716,2733,0,0,Machine,0,Athletics
0.0013634430943056,1344,1,0,Bodyweight,2,Bodybuilding
0.0015431934734806,2872,0,0,Dumbbell,0,Muscle & Sculpting
0.0013615151401609,2520,1,0,Dumbbell,2,Bodybuilding
0.0014140850398689,2152,1,0,Bodyweight,2,Athletics
0.0011946338927373,1853,0,0,Bodyweight,0,Bodybuilding
0.0024556796997785,2302,0,0,Machine,1,Bodybuilding
0.0014059408567845,2022,0,0,Machine,0,Powerbuilding
0.0012730353046208,984,0,0,Bodyweight,0,Powerlifting
0.0011609239736571,2261,0,0,Machine,0,Powerbuilding
0.001229895860888,653,0,0,Machine,0,Powerlifting
0.0012915875995531,2302,0,0,Machine,1,Bodybuilding
0.0012371086049824,378,0,1,Bodyweight,2,Bodybuilding
0.0015794890932738,2262,0,0,Machine,0,Muscle & Sculpting
0.0011615925468504,2872,0,0,Dumbbell,0,Muscle & Sculpting
0.0012596655869856,1056,0,0,Machine,0,Powerbuilding
0.0011579347774386,2122,1,0,Barbell,2,Bodybuilding
0.0011904797283932,1166,1,0,Barbell,2,Muscle & Sculpting
0.001321404823102,20,1,0,Barbell,2,Muscle & Sculpting
0.0016293775988742,3036,0,0,Bodyweight,0,Powerlifting
0.0013247425667941,923,0,0,Barbell,2,Powerlifting
0.0013586821733042,2302,0,0,Machine,1,Bodybuilding
0.0012580967741087,2465,0,0,Bodyweight,1,Athletics
0.0012082578614354,2830,0,0,Dumbbell,2,Powerlifting
0.0018582423217594,1184,0,0,Machine,0,Powerlifting
0.0012751823524013,525,0,0,Bodyweight,0,Powerlifting
0.0016037685563787,2302,0,0,Machine,1,Bodybuilding
0.0011688332306221,1515,1,0,Bodyweight,2,Bodybuilding
0.0014862573007121,2528,1,0,Machine,2,Athletics
0.0012142149498686,3035,0,0,Dumbbell,0,Powerlifting
0.0012714945478364,2811,0,0,Barbell,0,Powerlifting
0.0016123770037665,936,0,0,Dumbbell,2,Fitness
0.0017155793029814,2079,0,0,Machine,0,Muscle & Sculpting
0.0013766053598374,2479,0,0,Machine,0,Bodybuilding
0.0012569729005917,594,0,0,Barbell,0,Powerlifting
0.0014063731068745,1390,1,0,Machine,2,Athletics
0.0014247532235458,2635,0,0,Bodyweight,0,Muscle & Sculpting
0.0012372161727398,2742,0,0,Bodyweight,3,Bodybuilding
0.0016071996651589,1102,0,0,Machine,0,Powerbuilding
0.0012116890866309,1471,1,1,Machine,2,Bodybuilding
