iter	Passed	Remaining
1664	39183	7883
1665	39206	7860
1666	39225	7835
1667	39246	7811
1668	39270	7788
1669	39292	7764
1670	39314	7740
1671	39334	7716
1672	39358	7692
1673	39382	7669
1674	39407	7646
1675	39427	7622
1676	39447	7597
1677	39467	7573
1678	39490	7549
1679	39509	7525
1680	39531	7501
1681	39548	7477
1682	39572	7453
1683	39593	7429
1684	39614	7405
1685	39636	7381
1686	39665	7359
1687	39688	7335
1688	39712	7312
1689	39730	7287
1690	39756	7264
1691	39780	7241
1692	39798	7216
1693	39820	7193
1694	39839	7168
1695	39857	7144
1696	39874	7119
1697	39894	7095
1698	39916	7071
1699	39933	7047
1700	39951	7022
1701	39969	6998
1702	39987	6973
1703	40007	6949
1704	40027	6925
1705	40045	6901
1706	40063	6876
1707	40080	6852
1708	40101	6828
1709	40118	6803
1710	40137	6779
1711	40154	6754
1712	40172	6730
1713	40191	6706
1714	40209	6681
1715	40231	6658
1716	40246	6633
1717	40266	6609
1718	40282	6584
1719	40302	6560
1720	40322	6536
1721	40343	6513
1722	40361	6488
1723	40379	6464
1724	40399	6440
1725	40416	6416
1726	40437	6392
1727	40460	6368
1728	40480	6344
1729	40498	6320
1730	40520	6297
1731	40538	6272
1732	40559	6248
1733	40578	6224
1734	40601	6201
1735	40622	6177
1736	40640	6153
1737	40659	6129
1738	40676	6104
1739	40694	6080
1740	40713	6056
1741	40732	6032
1742	40750	6008
1743	40769	5984
1744	40787	5960
1745	40810	5936
1746	40836	5913
1747	40854	5889
1748	40872	5865
1749	40892	5841
1750	40909	5817
1751	40933	5794
1752	40956	5770
1753	40976	5746
1754	40997	5723
1755	41016	5699
1756	41038	5675
1757	41055	5651
1758	41072	5627
1759	41088	5602
1760	41103	5578
1761	41124	5554
1762	41143	5530
1763	41161	5506
1764	41189	5484
1765	41211	5460
1766	41234	5437
1767	41250	5412
1768	41269	5389
1769	41284	5364
1770	41301	5340
1771	41319	5316
1772	41337	5292
1773	41356	5268
1774	41375	5244
1775	41391	5220
1776	41410	5196
1777	41427	5172
1778	41447	5148
1779	41466	5125
1780	41485	5101
1781	41502	5077
1782	41523	5053
1783	41542	5029
1784	41564	5006
1785	41582	4982
1786	41596	4958
1787	41614	4934
1788	41634	4910
1789	41652	4886
1790	41668	4862
1791	41686	4838
1792	41701	4814
1793	41723	4790
1794	41743	4767
1795	41762	4743
1796	41785	4720
1797	41802	4696
1798	41823	4672
1799	41846	4649
1800	41867	4626
1801	41885	4602
1802	41906	4578
1803	41923	4554
1804	41941	4531
1805	41959	4507
1806	41977	4483
1807	41998	4460
1808	42020	4436
1809	42040	4413
1810	42060	4389
1811	42078	4365
1812	42095	4341
1813	42118	4318
1814	42140	4295
1815	42164	4272
1816	42184	4248
1817	42202	4224
1818	42222	4201
1819	42241	4177
1820	42262	4154
1821	42280	4130
1822	42304	4107
1823	42325	4084
1824	42344	4060
1825	42367	4037
1826	42384	4013
1827	42404	3989
1828	42423	3966
1829	42441	3942
1830	42461	3919
1831	42481	3895
1832	42502	3872
1833	42520	3848
1834	42538	3824
1835	42558	3801
1836	42576	3777
1837	42595	3754
1838	42616	3730
1839	42636	3707
1840	42673	3685
1841	42690	3661
1842	42712	3638
1843	42730	3614
1844	42748	3591
1845	42768	3567
1846	42788	3544
1847	42805	3520
1848	42826	3497
1849	42853	3474
1850	42873	3451
1851	42894	3427
1852	42913	3404
1853	42935	3381
1854	42965	3358
1855	42991	3335
1856	43011	3312
1857	43035	3289
1858	43057	3265
1859	43075	3242
1860	43092	3218
1861	43110	3195
1862	43129	3171
1863	43153	3148
1864	43172	3125
1865	43187	3101
1866	43208	3078
1867	43228	3054
1868	43244	3031
1869	43260	3007
1870	43276	2983
1871	43293	2960
1872	43310	2936
1873	43325	2913
1874	43343	2889
1875	43359	2865
1876	43376	2842
1877	43396	2819
1878	43415	2795
1879	43433	2772
1880	43454	2749
1881	43470	2725
1882	43489	2702
1883	43508	2678
1884	43529	2655
1885	43547	2632
1886	43565	2608
1887	43583	2585
1888	43605	2562
1889	43624	2538
1890	43645	2515
1891	43666	2492
1892	43686	2469
1893	43706	2446
1894	43726	2422
1895	43745	2399
1896	43763	2376
1897	43781	2352
1898	43804	2329
1899	43825	2306
1900	43844	2283
1901	43866	2260
1902	43888	2237
1903	43905	2213
1904	43923	2190
1905	43942	2167
1906	43961	2143
1907	43984	2120
1908	44006	2097
1909	44022	2074
1910	44041	2051
1911	44060	2027
1912	44081	2004
1913	44099	1981
1914	44118	1958
1915	44139	1935
1916	44157	1911
1917	44175	1888
1918	44196	1865
1919	44216	1842
1920	44237	1819
1921	44259	1796
1922	44276	1772
1923	44295	1749
1924	44313	1726
1925	44331	1703
1926	44353	1680
1927	44374	1657
1928	44393	1633
1929	44414	1610
1930	44434	1587
1931	44453	1564
1932	44474	1541
1933	44496	1518
1934	44512	1495
1935	44529	1472
1936	44547	1448
1937	44565	1425
1938	44581	1402
1939	44599	1379
1940	44621	1356
1941	44639	1333
1942	44658	1310
1943	44677	1287
1944	44695	1263
1945	44715	1240
1946	44735	1217
1947	44756	1194
1948	44774	1171
1949	44798	1148
1950	44816	1125
1951	44838	1102
1952	44855	1079
1953	44874	1056
1954	44894	1033
1955	44915	1010
1956	44940	987
1957	44960	964
1958	44978	941
1959	44998	918
1960	45018	895
1961	45036	872
1962	45056	849
1963	45075	826
1964	45099	803
1965	45118	780
1966	45136	757
1967	45155	734
1968	45178	711
1969	45202	688
1970	45224	665
1971	45241	642
1972	45261	619
1973	45282	596
1974	45302	573
1975	45319	550
1976	45336	527
1977	45356	504
1978	45380	481
1979	45398	458
1980	45416	435
1981	45434	412
1982	45453	389
1983	45473	366
1984	45493	343
1985	45512	320
1986	45530	297
1987	45549	274
1988	45566	252
1989	45587	229
1990	45605	206
1991	45625	183
1992	45644	160
1993	45664	137
1994	45683	114
1995	45705	91
1996	45729	68
1997	45749	45
1998	45768	22
1999	45787	0
