iter	MultiRMSE
1665	12.73617373
1666	12.73339784
1667	12.73229891
1668	12.7319423
1669	12.728145
1670	12.72775932
1671	12.72743757
1672	12.72696351
1673	12.72627181
1674	12.72375038
1675	12.72279566
1676	12.72095169
1677	12.71978893
1678	12.7168196
1679	12.71517154
1680	12.71471085
1681	12.71174181
1682	12.71141291
1683	12.71067992
1684	12.70876189
1685	12.70606883
1686	12.70504362
1687	12.70372235
1688	12.70315417
1689	12.69850122
1690	12.69703236
1691	12.69615985
1692	12.69394537
1693	12.69209443
1694	12.68975718
1695	12.6878369
1696	12.68675925
1697	12.68602613
1698	12.68434397
1699	12.6835968
1700	12.68132319
1701	12.67797892
1702	12.67705769
1703	12.67540554
1704	12.67457622
1705	12.67224368
1706	12.66892448
1707	12.66610211
1708	12.66253149
1709	12.66090325
1710	12.65866627
1711	12.65559732
1712	12.65256917
1713	12.64967169
1714	12.6464923
1715	12.64492109
1716	12.64149751
1717	12.64014363
1718	12.63825629
1719	12.63582948
1720	12.63534779
1721	12.63463321
1722	12.63232588
1723	12.63114419
1724	12.62824181
1725	12.62611061
1726	12.6252166
1727	12.62262568
1728	12.61808772
1729	12.6149083
1730	12.61383893
1731	12.61240583
1732	12.61118511
1733	12.60988443
1734	12.60917579
1735	12.60728723
1736	12.60352187
1737	12.60149321
1738	12.59766039
1739	12.59661527
1740	12.59476233
1741	12.5930521
1742	12.59226833
1743	12.59047192
1744	12.58939237
1745	12.5873842
1746	12.58562338
1747	12.58293403
1748	12.58194159
1749	12.58094856
1750	12.57974426
1751	12.57933537
1752	12.57807574
1753	12.57627508
1754	12.57577084
1755	12.57326102
1756	12.57202649
1757	12.57005906
1758	12.56794676
1759	12.56717577
1760	12.56441511
1761	12.56394172
1762	12.562585
1763	12.56024067
1764	12.55977665
1765	12.55826678
1766	12.55620245
1767	12.55420616
1768	12.55225354
1769	12.54900372
1770	12.54740169
1771	12.54575906
1772	12.54288179
1773	12.54068798
1774	12.54022088
1775	12.538143
1776	12.53323829
1777	12.53215763
1778	12.53174839
1779	12.53068177
1780	12.52920789
1781	12.52664911
1782	12.52590842
1783	12.52489203
1784	12.52353574
1785	12.52202298
1786	12.5208673
1787	12.51906485
1788	12.51825826
1789	12.51426886
1790	12.50895188
1791	12.50693252
1792	12.5042942
1793	12.50410423
1794	12.50137312
1795	12.49982764
1796	12.49933529
1797	12.49765773
1798	12.49683946
1799	12.49644926
1800	12.49295406
1801	12.48998182
1802	12.48691771
1803	12.48337876
1804	12.47967408
1805	12.47741652
1806	12.47471621
1807	12.47409339
1808	12.47348555
1809	12.47208777
1810	12.47143741
1811	12.46850808
1812	12.46546423
1813	12.46417869
1814	12.46284739
1815	12.46101595
1816	12.45984633
1817	12.45757713
1818	12.45642287
1819	12.45540145
1820	12.45453854
1821	12.45226099
1822	12.45160708
1823	12.45049811
1824	12.44941428
1825	12.44856269
1826	12.4403999
1827	12.43951756
1828	12.43921265
1829	12.43732763
1830	12.4362607
1831	12.43549529
1832	12.43482101
1833	12.43443487
1834	12.42924616
1835	12.42741909
1836	12.42656738
1837	12.4245675
1838	12.42363114
1839	12.42278735
1840	12.42233362
1841	12.42066729
1842	12.42010985
1843	12.41928227
1844	12.41820391
1845	12.41802521
1846	12.41674612
1847	12.4140448
1848	12.41199486
1849	12.41113823
1850	12.41005248
1851	12.40988078
1852	12.40926096
1853	12.40853444
1854	12.40483217
1855	12.40350741
1856	12.40057074
1857	12.39816541
1858	12.39365994
1859	12.39220366
1860	12.38934844
1861	12.38639454
1862	12.38236822
1863	12.37970593
1864	12.37903178
1865	12.37532158
1866	12.37471331
1867	12.37331047
1868	12.37086151
1869	12.36857142
1870	12.36662541
1871	12.36611156
1872	12.36525186
1873	12.36351036
1874	12.3603669
1875	12.35813949
1876	12.35697701
1877	12.35585626
1878	12.35467031
1879	12.35046698
1880	12.34997675
1881	12.3477364
1882	12.34563472
1883	12.34108095
1884	12.34063994
1885	12.34021
1886	12.33611938
1887	12.33484183
1888	12.33357236
1889	12.33019551
1890	12.32776935
1891	12.32604725
1892	12.32542846
1893	12.32350618
1894	12.32192172
1895	12.32014144
1896	12.31619114
1897	12.31477315
1898	12.31316617
1899	12.31247475
1900	12.3115492
1901	12.31060444
1902	12.30909321
1903	12.30631754
1904	12.30371449
1905	12.30202299
1906	12.29769725
1907	12.29665707
1908	12.29500464
1909	12.29401961
1910	12.29153101
1911	12.29061365
1912	12.28990169
1913	12.28803706
1914	12.28701633
1915	12.28589514
1916	12.28374794
1917	12.28299407
1918	12.2818887
1919	12.28100727
1920	12.28046925
1921	12.27899685
1922	12.27526222
1923	12.27327222
1924	12.27011716
1925	12.26923346
1926	12.26911252
1927	12.26668845
1928	12.26554615
1929	12.26517864
1930	12.26426869
1931	12.26381372
1932	12.26272632
1933	12.26201918
1934	12.26055252
1935	12.25933465
1936	12.25703216
1937	12.25328537
1938	12.25012186
1939	12.24757192
1940	12.24589173
1941	12.24513637
1942	12.24159748
1943	12.24000676
1944	12.23950703
1945	12.23810075
1946	12.23655628
1947	12.23505131
1948	12.23349841
1949	12.2326956
1950	12.23030089
1951	12.23002903
1952	12.22631495
1953	12.22452792
1954	12.22363449
1955	12.22250363
1956	12.22115413
1957	12.21964891
1958	12.21571064
1959	12.21447356
1960	12.21380504
1961	12.21210614
1962	12.2114395
1963	12.21068047
1964	12.209587
1965	12.20796518
1966	12.2062768
1967	12.20501702
1968	12.20431106
1969	12.20385702
1970	12.20270564
1971	12.20079735
1972	12.19892442
1973	12.19658633
1974	12.19564373
1975	12.19389359
1976	12.19176096
1977	12.19076643
1978	12.18892337
1979	12.1868192
1980	12.18334938
1981	12.18040341
1982	12.1785572
1983	12.17727928
1984	12.17578027
1985	12.17364911
1986	12.17190605
1987	12.16847679
1988	12.16709676
1989	12.16359985
1990	12.16239188
1991	12.1595465
1992	12.15725073
1993	12.15635493
1994	12.15144971
1995	12.15040087
1996	12.14788373
1997	12.14688948
1998	12.14391486
1999	12.14227002
