iter	MultiRMSE
639	15.23500983
640	15.23060058
641	15.22745187
642	15.22375897
643	15.21941222
644	15.21728795
645	15.21537221
646	15.20706372
647	15.20478685
648	15.20048582
649	15.18661755
650	15.18488945
651	15.17829455
652	15.1765523
653	15.17519829
654	15.16925559
655	15.1657919
656	15.16024866
657	15.15767931
658	15.15598404
659	15.15553059
660	15.15305553
661	15.15193677
662	15.15121587
663	15.14884604
664	15.1473941
665	15.14448712
666	15.1417404
667	15.13999635
668	15.13794838
669	15.13697214
670	15.13435056
671	15.13085606
672	15.13035628
673	15.12466019
674	15.12314676
675	15.12022566
676	15.11827984
677	15.11722546
678	15.11047417
679	15.10856537
680	15.10731931
681	15.10581123
682	15.10278855
683	15.10066891
684	15.09965701
685	15.09926025
686	15.09733203
687	15.0914582
688	15.08557695
689	15.08324405
690	15.07995294
691	15.07808289
692	15.07609743
693	15.07159369
694	15.06681013
695	15.06447936
696	15.06232208
697	15.06156578
698	15.04844522
699	15.04524555
700	15.04177373
701	15.03851464
702	15.03758407
703	15.03578019
704	15.03439373
705	15.02834616
706	15.02077199
707	15.01820149
708	15.0163715
709	15.01012055
710	15.00887691
711	15.00526389
712	15.00300763
713	15.00188444
714	14.99787596
715	14.99373299
716	14.99235416
717	14.98861943
718	14.98647789
719	14.98546683
720	14.98293125
721	14.98155842
722	14.97858581
723	14.97791556
724	14.9741169
725	14.97317908
726	14.96621561
727	14.96457607
728	14.96258942
729	14.95972996
730	14.95543066
731	14.95377013
732	14.95372054
733	14.95303296
734	14.94750073
735	14.94480292
736	14.94364121
737	14.93908353
738	14.93802844
739	14.93191033
740	14.93088773
741	14.92910358
742	14.92253907
743	14.91955345
744	14.91675043
745	14.9156658
746	14.91317127
747	14.91149633
748	14.9090404
749	14.9031143
750	14.90009287
751	14.89449737
752	14.89268273
753	14.8915537
754	14.87968054
755	14.87818492
756	14.87565668
757	14.87425024
758	14.87114454
759	14.86946443
760	14.86653984
761	14.86477579
762	14.86016915
763	14.8559571
764	14.85407341
765	14.85256048
766	14.85137341
767	14.849906
768	14.8494608
769	14.84887922
770	14.84732309
771	14.84362148
772	14.84275344
773	14.83744384
774	14.83381991
775	14.83219242
776	14.82631904
777	14.82378032
778	14.81831594
779	14.81698854
780	14.81607619
781	14.80893345
782	14.80328338
783	14.79222592
784	14.79086396
785	14.78589788
786	14.78306698
787	14.78018879
788	14.77814335
789	14.77661972
790	14.77457368
791	14.77275354
792	14.76889737
793	14.76678294
794	14.76480052
795	14.76116433
796	14.76023736
797	14.7573186
798	14.75121104
799	14.74941104
800	14.74795955
801	14.74642631
802	14.74578964
803	14.74033317
804	14.73836135
805	14.73804109
806	14.73731554
807	14.73689218
808	14.73255408
809	14.73030286
810	14.72379908
811	14.72327637
812	14.71915036
813	14.71529776
814	14.71388471
815	14.70957917
816	14.70730681
817	14.70442428
818	14.69858327
819	14.69808916
820	14.69676802
821	14.69608824
822	14.69212643
823	14.69187612
824	14.68980487
825	14.68962261
826	14.68745913
827	14.68681021
828	14.6832233
829	14.68123329
830	14.67727782
831	14.67368939
832	14.66910508
833	14.66795648
834	14.6675503
835	14.66663274
836	14.66576114
837	14.66200033
838	14.66032733
839	14.65946391
840	14.65719234
841	14.6552049
842	14.65470563
843	14.64917856
844	14.64500928
845	14.63940782
846	14.63706007
847	14.63511514
848	14.63437663
849	14.62821618
850	14.6260404
851	14.62364738
852	14.62180619
853	14.61745167
854	14.61714534
855	14.61589925
856	14.61559356
857	14.61339252
858	14.61233015
859	14.60675441
860	14.60197819
861	14.5992615
862	14.59889872
863	14.59780285
864	14.59737262
865	14.59565671
866	14.5886413
867	14.5831321
868	14.58021675
869	14.57943028
870	14.57484313
871	14.57426706
872	14.5678672
873	14.56544905
874	14.56450146
875	14.56265592
876	14.56173714
877	14.55626703
878	14.55400368
879	14.55033702
880	14.54745984
881	14.54691196
882	14.54435875
883	14.54132769
884	14.54014695
885	14.53836586
886	14.53685114
887	14.53310457
888	14.52995914
889	14.52808485
890	14.52284122
891	14.52168114
892	14.5209679
893	14.51857548
894	14.51741567
895	14.51409473
896	14.51101867
897	14.50862578
898	14.50636565
899	14.50520171
900	14.50332658
901	14.50244028
902	14.49914795
903	14.49773121
904	14.49508704
905	14.48645328
906	14.48552081
907	14.48402891
908	14.47999457
909	14.47637572
910	14.47469219
911	14.47188287
912	14.46918008
913	14.46254537
914	14.45817996
915	14.45425873
916	14.44817241
917	14.4448845
918	14.44277583
919	14.44141709
920	14.44100106
921	14.44011629
922	14.43794184
923	14.43620229
924	14.43018995
925	14.42468743
926	14.42345426
927	14.42170809
928	14.41810582
929	14.41456021
930	14.40941741
931	14.40734605
932	14.40236375
933	14.3976464
934	14.39707696
935	14.39605601
936	14.39388737
937	14.39218878
938	14.38952222
939	14.38617617
940	14.3838119
941	14.37829584
942	14.37636048
943	14.3743438
944	14.37137704
945	14.36765502
946	14.36315201
947	14.36073325
948	14.35682961
949	14.35221297
950	14.3481844
951	14.34563981
952	14.34420092
953	14.3436696
954	14.33735437
955	14.33569394
956	14.33344795
957	14.33173735
958	14.33114665
959	14.32622011
960	14.32534818
961	14.32409741
962	14.32386077
963	14.32076863
964	14.31961412
965	14.31782098
966	14.31482173
967	14.3111936
968	14.30930205
969	14.30753968
970	14.30383897
971	14.30339584
972	14.30260396
973	14.30183778
974	14.30096767
975	14.29825647
976	14.29444248
977	14.29290887
978	14.2914463
979	14.2882399
980	14.28734151
981	14.28424225
982	14.2828336
983	14.28050349
984	14.27778958
985	14.27608873
986	14.27231456
987	14.27187546
988	14.26914012
989	14.26825455
990	14.26694434
991	14.26589195
992	14.26249661
993	14.25736706
994	14.25358462
995	14.25219186
996	14.24999226
997	14.24751576
998	14.24564502
999	14.2427116
1000	14.24183059
1001	14.24125226
1002	14.23832522
1003	14.23584453
1004	14.23520374
1005	14.23376905
1006	14.23292658
1007	14.22517105
1008	14.22395809
1009	14.22212915
1010	14.21912314
1011	14.21681669
1012	14.21386497
1013	14.2135467
1014	14.21091263
1015	14.21018464
1016	14.20939203
1017	14.20640445
1018	14.20282514
1019	14.20206154
1020	14.20058474
1021	14.20012421
1022	14.1960237
1023	14.19278781
1024	14.19059691
1025	14.18891795
1026	14.18643782
1027	14.18285163
1028	14.17773487
1029	14.17357825
1030	14.16628083
1031	14.16536045
1032	14.15682583
1033	14.15127091
1034	14.14779718
1035	14.14437837
1036	14.14263504
1037	14.14205548
1038	14.13692023
1039	14.13611782
1040	14.13349027
1041	14.12891526
1042	14.126994
1043	14.12288631
1044	14.1197652
1045	14.11652289
1046	14.115641
1047	14.11480625
1048	14.11340149
1049	14.11186293
1050	14.10965833
1051	14.10026326
1052	14.09953342
1053	14.09481206
1054	14.09235712
1055	14.08522214
1056	14.08421345
1057	14.0831052
1058	14.08167417
1059	14.07888195
1060	14.07531316
1061	14.0712925
1062	14.0673523
1063	14.06368819
1064	14.06255675
1065	14.05916741
1066	14.05425935
1067	14.0523371
1068	14.05166467
1069	14.0486428
1070	14.04640168
1071	14.04596225
1072	14.04402542
1073	14.03850356
1074	14.03785654
1075	14.03558671
1076	14.03355634
1077	14.02864444
1078	14.02719977
1079	14.02438351
1080	14.02232861
1081	14.02108262
1082	14.01520927
1083	14.0140793
1084	14.01378785
1085	14.01008062
1086	14.00939806
1087	14.00886514
1088	14.00849464
1089	14.00744292
1090	14.00437771
1091	14.00345552
1092	13.99660809
1093	13.99313278
1094	13.99136958
1095	13.98978684
1096	13.98450581
1097	13.98405128
1098	13.98301297
1099	13.98184421
1100	13.97436857
1101	13.97351747
1102	13.97261339
1103	13.96803803
1104	13.963075
1105	13.95970273
1106	13.95813664
1107	13.95672472
1108	13.9542463
1109	13.95011768
1110	13.94875279
1111	13.94779399
1112	13.94314533
1113	13.94150987
1114	13.94066673
1115	13.93871492
1116	13.93817788
1117	13.93580777
1118	13.9353602
1119	13.93500994
1120	13.93198124
1121	13.93020492
1122	13.92686796
1123	13.92649117
1124	13.92596876
1125	13.92312738
1126	13.92219597
1127	13.92168673
1128	13.92008557
1129	13.91937092
1130	13.91689295
1131	13.91210453
1132	13.91042332
1133	13.9101109
1134	13.90481631
1135	13.90432672
1136	13.90033483
1137	13.89384531
1138	13.88904271
1139	13.88704391
1140	13.88689667
1141	13.88654682
1142	13.88551831
1143	13.8815318
1144	13.87974393
1145	13.87784797
1146	13.8725455
1147	13.87173567
1148	13.86694418
1149	13.86551313
1150	13.8621311
1151	13.85949393
1152	13.84961569
1153	13.84925689
1154	13.84803183
1155	13.84424738
1156	13.83873917
1157	13.83799839
1158	13.83610918
1159	13.83265367
1160	13.8322352
1161	13.82903788
1162	13.82710682
1163	13.82327069
1164	13.82148496
1165	13.82021219
1166	13.81912555
1167	13.81680503
1168	13.815055
1169	13.81484289
1170	13.81349214
1171	13.80804738
1172	13.80701303
1173	13.80614478
1174	13.80570194
1175	13.80542335
1176	13.80031314
1177	13.7980677
1178	13.7917747
1179	13.78789306
1180	13.78598482
1181	13.78510607
1182	13.78279576
1183	13.78104045
1184	13.77566172
1185	13.77097784
1186	13.76858648
1187	13.76691763
1188	13.76539756
1189	13.76418603
1190	13.76251028
1191	13.76015311
1192	13.75876261
1193	13.75403602
1194	13.7536049
1195	13.74992529
1196	13.74763983
1197	13.74597969
1198	13.74340814
1199	13.74175408
1200	13.7388175
1201	13.73743722
1202	13.73102202
1203	13.72907915
1204	13.72806412
1205	13.72731849
1206	13.72618247
1207	13.72523166
1208	13.72202118
1209	13.72160667
1210	13.71866971
1211	13.71479632
1212	13.71202974
1213	13.70983163
1214	13.70691334
1215	13.70578968
1216	13.70482303
1217	13.70251265
1218	13.70069291
1219	13.69635123
1220	13.69310391
1221	13.69182225
1222	13.69106999
1223	13.67398884
1224	13.67214554
1225	13.67185468
1226	13.66952986
1227	13.6664557
1228	13.66337312
1229	13.66155767
1230	13.65954853
1231	13.65575329
1232	13.65469024
1233	13.65163525
1234	13.64877143
1235	13.64529683
1236	13.64394383
1237	13.64263412
1238	13.63909865
1239	13.63838865
1240	13.6354331
1241	13.63391551
1242	13.62992017
1243	13.62930441
1244	13.62543369
1245	13.62354188
1246	13.622834
1247	13.62226847
1248	13.62186507
1249	13.61633276
1250	13.61047491
1251	13.60718531
1252	13.60415379
1253	13.60369562
1254	13.60230664
1255	13.60042066
1256	13.59936999
1257	13.59693563
1258	13.59541678
1259	13.59328427
1260	13.59250351
1261	13.58936788
1262	13.58580924
1263	13.58441706
1264	13.5803443
1265	13.57629994
1266	13.57368763
1267	13.57248236
1268	13.57040227
1269	13.56622217
1270	13.56557077
1271	13.5638085
1272	13.56322333
1273	13.56198481
1274	13.56107243
1275	13.56016078
1276	13.55654097
1277	13.55246699
1278	13.55226086
1279	13.54837606
1280	13.54709412
1281	13.54389255
1282	13.54049373
1283	13.53619352
1284	13.53117064
1285	13.52853944
1286	13.52750596
1287	13.52450157
1288	13.52171723
1289	13.51766281
1290	13.5157453
1291	13.51479769
1292	13.51341266
1293	13.51278165
1294	13.50813608
1295	13.50319256
1296	13.49924145
1297	13.49561188
1298	13.49403766
1299	13.4934932
1300	13.49195046
1301	13.489001
1302	13.46194407
1303	13.4597329
1304	13.45679201
1305	13.45438238
1306	13.45275926
1307	13.44906825
1308	13.44872296
1309	13.44648787
1310	13.44106748
1311	13.43823523
1312	13.43776876
1313	13.43457936
1314	13.43184833
1315	13.43099726
1316	13.42910816
1317	13.42580098
1318	13.42304723
1319	13.4188476
1320	13.41753428
1321	13.41572126
1322	13.41444968
1323	13.41236158
1324	13.41153908
1325	13.4092716
1326	13.40880559
1327	13.40408995
1328	13.40038987
1329	13.39801835
1330	13.39581393
1331	13.39423409
1332	13.39179363
1333	13.39060058
1334	13.38653262
1335	13.38547896
1336	13.38328956
1337	13.38133303
1338	13.37826739
1339	13.37408865
1340	13.37230431
1341	13.37053842
1342	13.36860627
1343	13.36642296
1344	13.36606406
1345	13.36590596
1346	13.36120382
1347	13.35923912
1348	13.35742841
1349	13.35285369
1350	13.34792975
1351	13.34282613
1352	13.34205192
1353	13.33807408
1354	13.33386063
1355	13.33021302
1356	13.32728052
1357	13.32624394
1358	13.32511519
1359	13.32353154
1360	13.32156133
1361	13.31938693
1362	13.31743736
1363	13.31650445
1364	13.31540061
1365	13.30958704
1366	13.30726923
1367	13.30536163
1368	13.30510766
1369	13.30351633
1370	13.30106047
1371	13.29836984
1372	13.29387939
1373	13.29191715
1374	13.28705071
1375	13.28660752
1376	13.28359575
1377	13.28199431
1378	13.28169641
1379	13.27985136
1380	13.27769473
1381	13.27407156
1382	13.27316211
1383	13.27119094
1384	13.27058423
1385	13.26747126
1386	13.26678437
1387	13.26577592
1388	13.2647076
1389	13.2622075
1390	13.26053346
1391	13.26013337
1392	13.25664747
1393	13.25525614
1394	13.25308199
1395	13.25171961
1396	13.24903503
1397	13.24868494
1398	13.24824635
1399	13.24131709
1400	13.24062888
1401	13.23783523
1402	13.23602169
1403	13.23325169
1404	13.22947405
1405	13.22304793
1406	13.2192765
1407	13.218465
1408	13.21652572
1409	13.2139053
1410	13.20929388
1411	13.2069498
1412	13.20649107
1413	13.2058982
1414	13.20496026
1415	13.20273108
1416	13.20108183
1417	13.20068737
1418	13.19870672
1419	13.19732106
1420	13.19475722
1421	13.19278639
1422	13.19068965
1423	13.18693555
1424	13.18453358
1425	13.18262045
1426	13.18063372
1427	13.17632841
1428	13.17504408
1429	13.17292609
1430	13.17192361
1431	13.16900615
1432	13.16693303
1433	13.16505412
1434	13.15830409
1435	13.1572344
1436	13.15645757
1437	13.15540202
1438	13.15367027
1439	13.15185054
1440	13.14994935
1441	13.14793002
1442	13.1475039
1443	13.1466333
1444	13.14615007
1445	13.14105979
1446	13.13971468
1447	13.13676873
1448	13.13455253
1449	13.13322057
1450	13.13125612
1451	13.13096228
1452	13.13065123
1453	13.12993437
1454	13.12953772
1455	13.12804547
1456	13.12709379
1457	13.12413538
1458	13.12270614
1459	13.11972442
1460	13.11843202
1461	13.11742926
1462	13.11495079
1463	13.11103332
1464	13.10899154
1465	13.10719202
1466	13.10413517
1467	13.10152155
1468	13.098908
1469	13.09797022
1470	13.0958955
1471	13.09580442
1472	13.09537725
1473	13.09299774
1474	13.09195602
1475	13.09039737
1476	13.08764862
1477	13.08503306
1478	13.08442129
1479	13.08268715
1480	13.0809448
1481	13.0775441
1482	13.07655345
1483	13.0750482
1484	13.07380721
1485	13.0737158
1486	13.07333509
1487	13.07222856
1488	13.06948753
1489	13.0671103
1490	13.06422248
1491	13.06233001
1492	13.06047162
1493	13.05816652
1494	13.05781585
1495	13.05745617
1496	13.05665959
1497	13.05328814
1498	13.0500039
1499	13.04954792
1500	13.04828324
1501	13.04740552
1502	13.04567691
1503	13.04507887
1504	13.04354689
1505	13.04113574
1506	13.03798169
1507	13.03694601
1508	13.03484176
1509	13.03233191
1510	13.0317262
1511	13.0298098
1512	13.02770658
1513	13.02678565
1514	13.02530061
1515	13.02374689
1516	13.0212054
1517	13.01529977
1518	13.01452628
1519	13.01232153
1520	13.00815497
1521	13.00727201
1522	13.00486406
1523	13.00270916
1524	13.00161315
1525	13.00010536
1526	12.99845055
1527	12.99606501
1528	12.9873754
1529	12.98558019
1530	12.98331947
1531	12.98150332
1532	12.98114455
1533	12.97987868
1534	12.97908027
1535	12.97719152
1536	12.97586295
1537	12.9748166
1538	12.97335297
1539	12.9718196
1540	12.97048662
1541	12.96869178
1542	12.96660221
1543	12.96512928
1544	12.96292408
1545	12.95964757
1546	12.95599484
1547	12.95513192
1548	12.95369097
1549	12.95255272
1550	12.95104121
1551	12.94945966
1552	12.94712255
1553	12.94350936
1554	12.94171203
1555	12.93897381
1556	12.93793525
1557	12.93598023
1558	12.93414802
1559	12.93384582
1560	12.93166888
1561	12.92996737
1562	12.92858108
1563	12.92587065
1564	12.92445135
1565	12.9232394
1566	12.92280985
1567	12.92020192
1568	12.91651665
1569	12.91500477
1570	12.91000602
1571	12.90956495
1572	12.90855257
1573	12.90703709
1574	12.90608695
1575	12.90202988
1576	12.90009271
1577	12.89977354
1578	12.89812644
1579	12.89524522
1580	12.8917279
1581	12.89090078
1582	12.8872834
1583	12.88550143
1584	12.88214925
1585	12.87911456
1586	12.87561158
1587	12.87297536
1588	12.86962063
1589	12.86810787
1590	12.86776171
1591	12.86667459
1592	12.86165501
1593	12.86026428
1594	12.85861224
1595	12.85661575
1596	12.85544525
1597	12.85319353
1598	12.85244194
1599	12.84880595
1600	12.84726694
1601	12.84536473
1602	12.84355927
1603	12.84296084
1604	12.84071399
1605	12.83868355
1606	12.838409
1607	12.83638898
1608	12.83424049
1609	12.83283225
1610	12.83173822
1611	12.83070655
1612	12.82695669
1613	12.82514052
1614	12.82440535
1615	12.82130372
1616	12.8192329
1617	12.81624349
1618	12.81430198
1619	12.81191179
1620	12.80806881
1621	12.80316155
1622	12.80222032
1623	12.80047529
1624	12.79950179
1625	12.79793109
1626	12.79545111
1627	12.79419441
1628	12.79299819
1629	12.79165205
1630	12.79114437
1631	12.79012814
1632	12.78907773
1633	12.7881392
1634	12.78664912
1635	12.78530193
1636	12.78422162
1637	12.78085774
1638	12.7800572
1639	12.77966947
1640	12.77765943
1641	12.77701237
1642	12.7746125
1643	12.77306793
1644	12.77173334
1645	12.76883006
1646	12.76708713
1647	12.76442956
1648	12.76352856
1649	12.76301924
1650	12.76231865
1651	12.76178792
1652	12.75970436
1653	12.75759827
1654	12.75581861
1655	12.75425803
1656	12.75167606
1657	12.75126241
1658	12.74918791
1659	12.74800748
1660	12.74455852
1661	12.74144321
1662	12.74024501
1663	12.73773969
1664	12.73749514
